,Geneid,_filesTien_Cont1_S25sorted,_filesTien_Cont2_S26sorted,_filesTien_Cont3_S27sorted,_filesTien_Zn1_S28sorted,_filesTien_Zn2_S29sorted,_filesTien_Zn3_S30sorted
3175,ENSG00000240667,0,0,0,0,0,0
3176,ENSG00000163191,460,6582,9920,9405,8214,5394
3177,ENSG00000232678,0,0,0,0,0,5
3178,ENSG00000182898,0,0,0,0,0,0
3179,ENSG00000159450,2,57,95,74,57,50
3180,ENSG00000226716,0,0,0,0,0,0
3181,ENSG00000233792,0,0,0,0,0,0
3182,ENSG00000215853,0,0,0,1,0,0
3183,ENSG00000237975,9,119,149,216,200,110
3184,ENSG00000236427,0,0,1,0,0,4
3185,ENSG00000197915,7,111,123,132,104,75
3186,ENSG000001436311,17,215,282,350,290,185
3187,ENSG00000143520,0,6,2,2,7,4
3188,ENSG00000227415,0,0,2,0,0,0
3189,ENSG00000183586,0,0,0,0,0,0
3190,ENSG00000143536,0,0,0,0,0,0
3191,ENSG00000186207,0,0,0,0,0,0
3192,ENSG00000169509,0,0,0,0,1,0
3193,ENSG00000185966,0,0,0,0,0,0
3194,ENSG00000163202,0,0,0,0,0,0
3195,ENSG00000244057,0,0,0,0,1,0
3196,ENSG00000187238,0,0,0,0,0,0
3197,ENSG00000185962,0,0,0,0,0,0
3198,ENSG00000226947,0,0,0,0,0,0
3199,ENSG00000176075,0,0,0,0,0,0
3200,ENSG00000187223,0,0,0,0,0,0
3201,ENSG00000159455,0,0,0,0,0,0
3202,ENSG00000187180,0,0,0,0,0,0
3203,ENSG00000187173,0,0,0,0,0,0
3204,ENSG00000187170,0,0,0,0,0,0
3205,ENSG00000198854,0,0,0,0,0,0
3206,ENSG00000229713,0,0,0,0,0,0
3207,ENSG00000233819,0,0,0,0,0,0
3208,ENSG00000203786,0,0,0,0,0,0
3209,ENSG00000240386,0,0,0,0,0,0
3210,ENSG00000186226,0,0,0,2,0,0
3211,ENSG00000172155,0,0,0,0,0,0
3212,ENSG00000197084,0,0,0,0,0,0
3213,ENSG00000196734,0,2,0,0,0,0
3214,ENSG00000186844,0,0,0,0,0,0
3215,ENSG00000235942,0,0,0,0,0,0
3216,ENSG00000163206,0,0,0,2,0,0
3217,ENSG00000163207,0,0,0,0,0,0
3218,ENSG00000224308,0,0,0,0,0,0
3219,ENSG00000184148,0,0,0,0,0,0
3220,ENSG00000169474,0,0,0,0,0,0
3221,ENSG000001632091,0,0,0,0,0,0
3222,ENSG00000252920,0,0,0,0,0,0
3223,ENSG00000234262,0,0,0,0,0,0
3224,ENSG00000169469,0,0,0,0,0,0
3225,ENSG00000163216,0,0,0,0,0,0
3226,ENSG00000241794,0,0,0,0,0,0
3227,ENSG00000196805,0,0,0,0,0,0
3228,ENSG00000203785,0,0,0,0,0,0
3229,ENSG00000244094,0,0,0,0,0,0
3230,ENSG00000229035,0,0,0,0,0,0
3231,ENSG00000159516,0,0,0,0,0,0
3232,ENSG00000229699,0,0,0,0,0,0
3233,ENSG00000203784,0,0,0,0,0,0
3234,ENSG00000203783,0,0,0,0,0,0
3235,ENSG00000230779,0,0,0,0,0,0
3236,ENSG00000203782,0,0,0,0,0,0
3237,ENSG00000159527,0,0,0,0,0,0
3238,ENSG000001632181,0,0,0,0,0,0
3239,ENSG00000207321,0,0,0,0,0,0
3240,ENSG000001632201,0,0,2,0,0,0
3241,ENSG00000163221,0,0,0,0,0,0
3242,ENSG00000237008,0,0,2,0,0,0
3243,ENSG00000143546,0,0,0,0,0,1
3244,ENSG00000224784,0,0,0,0,0,1
3245,ENSG00000184330,0,1,2,1,0,0
3246,ENSG00000203781,0,0,0,0,0,0
3247,ENSG00000197364,0,0,0,0,0,0
3248,ENSG00000143556,0,0,0,0,0,0
3249,ENSG00000263841,0,0,0,1,0,0
3250,ENSG00000238279,2,1,2,2,0,3
3251,ENSG00000197956,0,9,19,10,14,15
3252,ENSG00000196420,1,8,12,4,5,3
3253,ENSG00000196154,10,191,273,242,188,141
3254,ENSG00000188015,0,2,5,15,13,16
3255,ENSG00000196754,0,17,22,36,19,25
3256,ENSG00000188643,67,985,1309,1378,1268,808
3257,ENSG00000189334,2,12,43,29,37,17
3258,ENSG00000189171,58,763,1093,939,766,608
3259,ENSG00000271853,0,0,0,0,0,0
3260,ENSG00000160678,3,32,69,51,52,32
3261,ENSG00000272030,1,3,4,5,3,1
3262,ENSG00000160679,472,7136,9589,8437,7372,5246
3263,ENSG00000143553,45,858,1040,760,657,406
3264,ENSG000001436211,1257,17581,24884,22239,20049,14009
3265,ENSG00000169418,25,601,788,568,474,326
3266,ENSG00000242565,0,0,0,0,0,0
3267,ENSG00000235015,0,0,0,0,0,1
3268,ENSG00000199565,0,0,0,0,0,0
3269,ENSG00000143624,38,497,1344,335,1601,225
3270,ENSG00000243613,0,0,0,0,0,0
3271,ENSG00000233222,0,0,0,0,0,0
3272,ENSG00000238511,0,0,0,0,0,0
3273,ENSG00000143554,8,43,53,48,65,43
3274,ENSG00000207039,0,0,0,0,0,0
3275,ENSG00000231827,0,0,2,3,0,0
3276,ENSG00000143614,30,192,212,245,141,300
3277,ENSG00000223599,0,0,0,0,0,0
3278,ENSG00000236327,0,4,0,0,4,2
3279,ENSG00000198837,397,5273,7364,7183,6139,4315
3280,ENSG000001607411,95,1604,2095,2170,1653,1304
3281,ENSG000001435701,711,9842,13749,12523,11147,7500
3282,ENSG00000273026,3,16,36,32,31,11
3283,ENSG000001435781,37,428,706,525,494,295
3284,ENSG000001435431,189,2558,3534,3021,2867,1948
3285,ENSG00000272654,6,53,97,103,85,57
3286,ENSG00000143545,558,7312,10609,11255,9953,7111
3287,ENSG00000177954,2004,27634,37776,34010,29130,18125
3288,ENSG00000143552,7,45,59,64,47,52
3289,ENSG00000231416,0,1,6,5,1,2
3290,ENSG00000252669,0,0,0,0,0,0
3291,ENSG00000200220,0,3,4,1,0,0
3292,ENSG00000231837,0,0,0,0,0,0
3293,ENSG00000263987,0,0,0,0,0,0
3294,ENSG000001435491,2532,33555,47859,38943,34162,24148
3295,ENSG00000264384,0,15,14,11,10,11
3296,ENSG00000215938,0,0,0,0,0,0
3297,ENSG00000163263,0,3,10,20,2,2
3298,ENSG000001436121,670,9847,13210,11925,10302,6930
3299,ENSG000001435691,1636,21593,32405,28417,25148,17152
3300,ENSG00000252817,2,14,31,35,32,17
3301,ENSG00000201129,0,0,0,1,2,0
3302,ENSG000001435751,317,4205,5717,4853,4717,2996
3303,ENSG00000252682,0,0,0,0,0,0
3304,ENSG00000212292,0,0,0,0,0,0
3305,ENSG00000222457,0,0,0,0,0,0
3306,ENSG00000143595,0,1,0,1,0,0
3307,ENSG000001435151,452,6202,8845,8163,7335,4747
3308,ENSG00000238365,2,6,9,11,9,2
3309,ENSG00000237920,0,0,0,0,0,0
3310,ENSG00000226855,0,40,54,26,38,33
3311,ENSG00000228013,0,0,0,0,0,0
3312,ENSG00000160712,75,990,1213,1385,1241,844
3313,ENSG00000228264,0,0,2,1,2,0
3314,ENSG00000169291,30,278,399,374,346,207
3315,ENSG00000273110,0,0,0,0,0,0
3316,ENSG00000163239,0,54,64,81,68,51
3317,ENSG00000160714,395,5325,7688,7410,6754,4441
3318,ENSG00000229780,3,14,12,12,11,10
3319,ENSG00000160716,33,398,608,461,432,336
3320,ENSG00000233875,0,0,0,0,0,0
3321,ENSG000001607101,1689,22044,31519,25331,22436,15615
3322,ENSG00000268141,2,1,2,5,3,0
3323,ENSG000001436031,11,117,204,233,164,136
3324,ENSG00000163344,110,1906,2561,1966,1693,1173
3325,ENSG00000270361,0,1,0,0,3,1
3326,ENSG000001633461,106,1644,2366,1535,1431,866
3327,ENSG00000163348,172,2490,3522,3036,2685,1805
3328,ENSG00000271380,0,5,13,8,6,8
3329,ENSG000001606911,706,9561,13257,11947,10736,7502
3330,ENSG00000173207,368,5230,7493,6662,6158,4362
3331,ENSG00000264349,2,16,20,28,26,18
3332,ENSG000001606881,162,2580,3645,2998,2670,1895
3333,ENSG00000163352,0,6,19,16,7,17
3334,ENSG00000160685,206,3012,4215,3199,2925,1976
3335,ENSG000001633541,5,44,56,66,42,38
3336,ENSG00000163357,10,45,76,72,53,49
3337,ENSG00000232093,7,82,131,123,125,80
3338,ENSG00000143537,146,1827,2411,2429,2230,1540
3339,ENSG00000243364,39,576,852,711,597,467
3340,ENSG00000143590,6,100,133,114,111,61
3341,ENSG00000251246,0,0,0,0,0,0
3342,ENSG00000202027,0,0,0,0,0,0
3343,ENSG00000169242,6,45,100,72,69,41
3344,ENSG000001692411,127,1556,2127,1459,1413,948
3345,ENSG00000179085,14,364,507,406,398,237
3346,ENSG00000251780,0,0,0,0,0,0
3347,ENSG00000223452,0,0,0,0,0,2
3348,ENSG00000163463,44,510,675,713,578,434
3349,ENSG00000273088,0,0,0,0,0,0
3350,ENSG000001634621,46,583,660,624,503,322
3351,ENSG000001854991,14,185,261,249,232,167
3352,ENSG00000271748,3,4,11,10,10,9
3353,ENSG00000169231,30,494,555,649,484,401
3354,ENSG00000231064,15,181,246,293,268,169
3355,ENSG000001731711,58,652,957,790,789,617
3356,ENSG00000236263,0,0,0,0,0,0
3357,ENSG000001607661,16,109,163,134,130,92
3358,ENSG00000236675,0,36,114,44,36,13
3359,ENSG000001776281,0,10,4,6,7,15
3360,ENSG00000216109,0,0,0,0,0,0
3361,ENSG000001607671,0,6,7,13,0,2
3362,ENSG00000116521,0,11,5,11,6,2
3363,ENSG000001764441,1,20,18,16,8,7
3364,ENSG00000143630,0,3,6,3,0,3
3365,ENSG000001436271,0,0,0,1,2,0
3366,ENSG000001607521,332,4644,6289,4614,3890,2803
3367,ENSG00000225855,39,449,510,430,431,303
3368,ENSG000001607531,137,2362,3341,3344,2876,2132
3369,ENSG00000116539,371,4410,6307,4807,4195,3121
3370,ENSG00000207720,0,2,3,1,3,1
3371,ENSG00000207134,0,0,0,1,1,0
3372,ENSG00000227773,0,2,10,9,0,0
3373,ENSG00000238805,0,1,0,2,0,1
3374,ENSG00000207144,0,0,0,1,0,0
3375,ENSG00000237872,24,281,409,360,310,219
3376,ENSG00000235919,11,158,265,185,196,154
3377,ENSG00000271267,1,21,24,38,14,19
3378,ENSG00000225082,3,3,2,19,11,3
3379,ENSG00000223503,0,6,9,22,16,10
3380,ENSG00000232519,0,4,10,19,11,5
3381,ENSG000001254591,39,606,955,769,792,539
3382,ENSG00000203761,12,64,175,95,81,72
3383,ENSG00000246203,2,88,138,163,165,124
3384,ENSG000001633741,236,2829,4165,3532,3001,2427
3385,ENSG000001326761,450,5247,7298,6216,5570,3729
3386,ENSG00000227673,0,4,4,2,0,4
3387,ENSG000001165801,305,4025,6050,5733,4500,3027
3388,ENSG00000234937,0,1,1,0,0,1
3389,ENSG00000132718,58,569,874,868,734,514
3390,ENSG00000201614,0,1,2,0,2,2
3391,ENSG00000143622,118,1778,2404,2220,1972,1434
3392,ENSG00000132680,483,6650,9197,8472,7236,5441
3393,ENSG00000207475,0,1,5,9,4,8
3394,ENSG00000252808,0,12,13,12,5,6
3395,ENSG00000173080,0,4,5,2,2,2
3396,ENSG000001165841,548,6782,9536,7624,6668,4614
3397,ENSG00000273002,11,66,107,120,85,46
3398,ENSG00000224276,0,1,0,2,0,1
3399,ENSG00000163479,363,5462,7733,6578,5784,3969
3400,ENSG00000160803,278,3720,5266,4884,4429,3031
3401,ENSG00000116586,148,2137,2758,2109,1923,1220
3402,ENSG00000132698,11,139,186,220,186,137
3403,ENSG00000254726,857,12623,18181,14617,12813,8605
3404,ENSG00000222611,0,0,0,0,0,0
3405,ENSG000001607891,282,3182,4726,7651,6789,4470
3406,ENSG00000196189,13,209,312,300,229,177
3407,ENSG00000252236,0,1,1,0,4,0
3408,ENSG00000160785,162,1883,2665,2495,2167,1379
3409,ENSG00000260238,0,0,0,0,0,0
3410,ENSG000001607831,61,752,1150,942,811,555
3411,ENSG00000242252,4,35,36,37,33,25
3412,ENSG000001607811,76,1247,1534,1768,1397,1014
3413,ENSG00000198952,717,9938,13877,11928,10391,7077
3414,ENSG000001634721,19,237,273,319,241,206
3415,ENSG00000198715,86,1040,1565,1208,1158,826
3416,ENSG00000189030,2,3,4,6,0,0
3417,ENSG000001634681,1825,24150,34523,30369,28172,19249
3418,ENSG00000228155,0,3,3,2,4,1
3419,ENSG00000163467,9,92,132,113,117,67
3420,ENSG00000132677,2,16,18,19,28,28
3421,ENSG00000237390,0,9,9,7,8,6
3422,ENSG000001254621,28,542,673,870,822,631
3423,ENSG00000207933,0,0,0,0,0,1
3424,ENSG00000236947,2,29,35,42,29,19
3425,ENSG000001166041,249,2856,3943,3439,2968,2155
3426,ENSG00000206651,0,1,1,0,7,0
3427,ENSG00000260460,0,0,3,0,0,3
3428,ENSG00000183856,205,2570,3558,3323,2809,2011
3429,ENSG00000238843,0,0,0,0,1,5
3430,ENSG00000187862,0,0,5,3,0,2
3431,ENSG00000265960,0,0,0,0,0,0
3432,ENSG00000163382,138,2336,3529,2754,2517,1728
3433,ENSG000001608181,386,5144,7265,7804,6695,4694
3434,ENSG00000272971,0,1,1,3,0,4
3435,ENSG00000132702,2,25,29,23,25,18
3436,ENSG00000272068,2,12,35,34,29,26
3437,ENSG000001326921,6,91,111,111,136,72
3438,ENSG00000272405,5,81,94,92,85,86
3439,ENSG00000229953,6,12,22,8,17,13
3440,ENSG000001326881,1584,20872,30933,30728,27362,19015
3441,ENSG00000237588,0,25,14,23,9,8
3442,ENSG00000143320,683,9582,13079,11146,10390,6831
3443,ENSG00000223356,0,10,4,4,1,7
3444,ENSG000001433191,212,2909,3929,3994,3414,2395
3445,ENSG00000143303,122,1409,1793,1386,1200,849
3446,ENSG00000143314,117,1399,1965,1907,1654,1143
3447,ENSG000001433211,2216,30305,43464,37928,32835,23662
3448,ENSG000001432941,297,4869,6525,5588,4848,3219
3449,ENSG00000027869,23,439,550,613,482,325
3450,ENSG00000198400,1,5,19,19,16,6
3451,ENSG00000027644,0,4,4,6,6,8
3452,ENSG00000187800,35,418,573,803,685,474
3453,ENSG00000160838,4,27,29,42,25,20
3454,ENSG000001326941,384,5385,7476,6028,5391,3578
3455,ENSG00000211581,0,3,2,6,2,2
3456,ENSG00000266160,0,2,1,3,0,0
3457,ENSG00000237842,5,79,132,148,120,73
3458,ENSG00000224520,0,44,60,46,53,37
3459,ENSG00000253831,0,41,45,39,40,19
3460,ENSG00000117036,298,3919,5571,5011,4499,3243
3461,ENSG00000235700,0,18,8,10,5,6
3462,ENSG00000229961,0,0,0,0,0,2
3463,ENSG00000228239,0,0,0,0,0,0
3464,ENSG00000271736,2,26,45,29,12,23
3465,ENSG00000237189,0,1,3,3,0,9
3466,ENSG000001432971,8,146,200,73,55,83
3467,ENSG00000163518,0,1,0,0,0,0
3468,ENSG00000236731,0,16,11,2,3,2
3469,ENSG00000233712,0,4,8,1,3,0
3470,ENSG000001608561,0,2,0,0,1,0
3471,ENSG00000227217,0,0,0,0,0,0
3472,ENSG00000231700,0,6,7,11,12,3
3473,ENSG00000232366,0,0,0,0,0,0
3474,ENSG000001327041,0,0,0,0,0,0
3475,ENSG000001635341,0,0,0,0,0,0
3476,ENSG00000073754,0,0,0,0,0,0
3477,ENSG00000227425,0,0,0,0,0,0
3478,ENSG00000236957,0,2,1,0,0,0
3479,ENSG000001838531,520,6964,9835,8600,8011,5249
3480,ENSG00000226520,1,15,22,19,8,9
3481,ENSG00000231666,0,0,1,0,0,0
3482,ENSG00000227295,0,8,12,10,14,8
3483,ENSG00000158473,5,78,115,97,62,48
3484,ENSG00000229914,0,1,0,3,2,0
3485,ENSG00000176320,0,8,7,11,1,3
3486,ENSG00000158477,0,0,0,0,0,0
3487,ENSG00000230942,0,0,0,1,0,0
3488,ENSG00000158481,0,0,0,0,1,0
3489,ENSG00000158485,0,0,0,0,0,0
3490,ENSG000001584881,0,0,0,0,0,0
3491,ENSG00000186306,0,0,0,0,0,0
3492,ENSG00000180708,0,0,0,0,0,0
3493,ENSG00000203758,0,0,0,0,0,0
3494,ENSG00000236257,0,6,6,2,6,4
3495,ENSG00000173285,0,0,0,0,0,0
3496,ENSG00000236656,0,0,0,0,0,0
3497,ENSG00000198965,0,0,0,0,0,0
3498,ENSG00000198703,0,0,0,0,0,0
3499,ENSG00000227445,0,0,0,0,0,0
3500,ENSG00000231434,0,5,9,10,14,5
3501,ENSG00000197532,0,0,0,0,0,0
3502,ENSG00000186440,0,0,0,0,0,0
