Geneid	X_filesTien_Cont1_S25sorted	X_filesTien_Cont2_S26sorted	X_filesTien_Cont3_S27sorted	X_filesTien_Zn1_S28sorted	X_filesTien_Zn2_S29sorted	X_filesTien_Zn3_S30sorted
RPEP6	0.0	0.0	0.0	0.0	0.0	0.0
RPF1	227.0	2929.0	4361.0	4266.0	3695.0	2396.0
RPF2	123.0	1706.0	2319.0	2450.0	2270.0	1556.0
RPF2P1	1.0	16.0	12.0	5.0	14.0	5.0
RPF2P2	0.0	0.0	0.0	0.0	0.0	0.0
RPGR	63.0	814.0	1172.0	903.0	785.0	606.0
RPGRIP1	0.0	33.0	42.0	37.0	27.0	32.0
RPGRIP1L	68.0	953.0	1183.0	1051.0	906.0	663.0
RPIA	55.0	617.0	993.0	994.0	849.0	663.0
RPIAP1	0.0	0.0	0.0	0.0	0.0	0.0
RPL10A	1333.0	17978.0	25681.0	23821.0	21497.0	14604.0
RPL10AP2	0.0	9.0	12.0	8.0	7.0	9.0
RPL10AP6	17.0	256.0	353.0	340.0	302.0	190.0
RPL10L	0.0	2.0	0.0	0.0	0.0	0.0
RPL10P1	0.0	0.0	0.0	0.0	1.0	0.0
RPL10P14	0.0	0.0	2.0	0.0	0.0	0.0
RPL10P15	0.0	2.0	10.0	3.0	3.0	9.0
RPL10P3	0.0	7.0	7.0	12.0	9.0	6.0
RPL11	1665.0	22173.0	32141.0	28183.0	25446.0	17489.0
RPL11P5	0.0	0.0	0.0	0.0	0.0	0.0
RPL12	2441.0	33545.0	46956.0	43569.0	38800.0	26747.0
RPL12L3	5.0	46.0	91.0	97.0	98.0	60.0
RPL12P1	0.0	0.0	0.0	0.0	0.0	0.0
RPL12P11	0.0	1.0	2.0	0.0	1.0	3.0
RPL12P15	0.0	7.0	12.0	15.0	4.0	3.0
RPL12P18	0.0	0.0	0.0	0.0	1.0	0.0
RPL12P2	1.0	0.0	3.0	2.0	3.0	2.0
RPL12P23	0.0	0.0	0.0	0.0	0.0	0.0
RPL12P29	0.0	1.0	1.0	5.0	2.0	1.0
RPL12P3	0.0	0.0	0.0	0.0	0.0	0.0
RPL12P33	0.0	2.0	2.0	0.0	1.0	1.0
RPL12P34	0.0	0.0	0.0	0.0	0.0	0.0
RPL12P37	0.0	0.0	0.0	0.0	0.0	0.0
RPL12P38	0.0	26.0	22.0	28.0	21.0	23.0
RPL12P39	0.0	0.0	0.0	0.0	0.0	0.0
RPL12P4	11.0	145.0	254.0	157.0	188.0	141.0
RPL12P41	0.0	0.0	0.0	3.0	0.0	1.0
RPL12P43	0.0	0.0	0.0	0.0	0.0	0.0
RPL12P44	1.0	2.0	3.0	9.0	3.0	3.0
RPL12P8	4.0	21.0	16.0	13.0	27.0	11.0
RPL12P9	0.0	0.0	0.0	0.0	0.0	0.0
RPL13	4332.0	60771.0	80447.0	71097.0	64628.0	42545.0
RPL13AP	0.0	0.0	0.0	0.0	0.0	0.0
RPL13AP17	2.0	0.0	0.0	4.0	0.0	2.0
RPL13AP2	0.0	1.0	1.0	1.0	4.0	0.0
RPL13AP20	4.0	55.0	108.0	86.0	66.0	65.0
RPL13AP25	18.0	375.0	557.0	527.0	500.0	380.0
RPL13AP3	0.0	15.0	25.0	23.0	17.0	12.0
RPL13AP5	416.0	5804.0	8787.0	6348.0	5881.0	3666.0
RPL13AP6	0.0	14.0	31.0	23.0	19.0	13.0
RPL13AP7	7.0	111.0	114.0	130.0	155.0	89.0
RPL13P	0.0	0.0	0.0	0.0	0.0	0.0
RPL13P12	114.0	1362.0	1856.0	1611.0	1445.0	1022.0
RPL13P2	2.0	0.0	1.0	5.0	2.0	3.0
RPL13P4	0.0	0.0	2.0	2.0	3.0	0.0
RPL13P5	0.0	0.0	0.0	0.0	0.0	0.0
RPL13P6	0.0	1.0	0.0	0.0	0.0	0.0
RPL14	1394.0	22307.0	30734.0	31757.0	28031.0	19398.0
RPL14P1	130.0	1168.0	1601.0	1594.0	1424.0	977.0
RPL14P5	0.0	0.0	0.0	0.0	0.0	0.0
RPL15P1	0.0	1.0	0.0	0.0	0.0	0.0
RPL15P18	3.0	29.0	34.0	42.0	46.0	17.0
RPL15P2	0.0	43.0	58.0	55.0	53.0	62.0
RPL15P20	0.0	2.0	2.0	2.0	3.0	2.0
RPL15P21	0.0	0.0	1.0	0.0	0.0	1.0
RPL15P3	86.0	1234.0	1686.0	1705.0	1644.0	1223.0
RPL15P4	0.0	0.0	0.0	0.0	0.0	0.0
RPL17	48.0	654.0	860.0	808.0	768.0	577.0
RPL17-C18orf32	0.0	0.0	0.0	0.0	0.0	0.0
RPL17P1	0.0	0.0	0.0	0.0	0.0	0.0
RPL17P11	0.0	0.0	0.0	0.0	0.0	0.0
RPL17P12	0.0	0.0	0.0	0.0	0.0	0.0
RPL17P17	0.0	4.0	5.0	5.0	2.0	2.0
RPL17P19	0.0	0.0	0.0	0.0	0.0	0.0
RPL17P2	0.0	0.0	0.0	0.0	0.0	0.0
RPL17P20	0.0	0.0	0.0	0.0	0.0	0.0
RPL17P22	0.0	0.0	0.0	0.0	4.0	0.0
RPL17P25	0.0	2.0	1.0	0.0	1.0	0.0
RPL17P26	0.0	0.0	0.0	0.0	0.0	0.0
RPL17P3	0.0	0.0	0.0	0.0	0.0	0.0
RPL17P33	0.0	0.0	0.0	0.0	0.0	1.0
RPL17P35	0.0	0.0	0.0	0.0	0.0	0.0
RPL17P37	0.0	0.0	0.0	0.0	0.0	0.0
RPL17P40	0.0	0.0	0.0	2.0	0.0	0.0
RPL17P41	0.0	0.0	0.0	0.0	1.0	0.0
RPL17P42	0.0	0.0	0.0	0.0	0.0	0.0
RPL17P43	0.0	10.0	9.0	7.0	10.0	9.0
RPL17P44	0.0	0.0	0.0	0.0	0.0	0.0
RPL17P45	0.0	0.0	0.0	0.0	0.0	0.0
RPL17P46	0.0	0.0	0.0	0.0	0.0	0.0
RPL17P49	0.0	0.0	0.0	0.0	0.0	0.0
RPL17P50	0.0	7.0	39.0	18.0	22.0	10.0
RPL17P51	0.0	0.0	0.0	0.0	0.0	0.0
RPL18	1382.0	19076.0	26232.0	22477.0	20436.0	13853.0
RPL18A	2305.0	31988.0	45328.0	37330.0	34556.0	22467.0
RPL18AP14	0.0	0.0	0.0	0.0	0.0	0.0
RPL18AP15	0.0	0.0	0.0	1.0	0.0	0.0
RPL18AP16	0.0	0.0	0.0	0.0	0.0	0.0
RPL18AP17	0.0	0.0	0.0	0.0	0.0	0.0
RPL18AP2	0.0	1.0	0.0	0.0	0.0	0.0
RPL18AP3	169.0	2595.0	3772.0	4302.0	2993.0	1871.0
RPL18AP7	1.0	15.0	29.0	16.0	22.0	16.0
RPL18AP8	0.0	0.0	0.0	0.0	0.0	0.0
RPL18P10	0.0	8.0	13.0	8.0	21.0	12.0
RPL18P11	0.0	0.0	0.0	0.0	0.0	0.0
RPL18P13	0.0	0.0	0.0	0.0	0.0	1.0
RPL19	3184.0	41134.0	54258.0	50480.0	44213.0	28564.0
RPL19P1	0.0	1.0	0.0	0.0	0.0	0.0
RPL19P11	0.0	0.0	0.0	0.0	1.0	0.0
RPL19P12	1.0	22.0	20.0	30.0	16.0	11.0
RPL19P13	0.0	0.0	0.0	0.0	0.0	0.0
RPL19P14	0.0	0.0	0.0	0.0	0.0	0.0
RPL19P18	0.0	0.0	0.0	0.0	0.0	0.0
RPL19P20	0.0	2.0	0.0	4.0	7.0	0.0
RPL19P21	0.0	0.0	0.0	0.0	0.0	0.0
RPL21	492.0	8306.0	11987.0	10653.0	9766.0	6878.0
RPL21P1	1.0	0.0	8.0	3.0	4.0	2.0
RPL21P10	1.0	12.0	19.0	14.0	23.0	4.0
RPL21P103	0.0	0.0	0.0	0.0	0.0	0.0
RPL21P104	0.0	0.0	0.0	0.0	0.0	0.0
RPL21P106	0.0	0.0	0.0	8.0	0.0	0.0
RPL21P107	0.0	0.0	0.0	0.0	0.0	0.0
RPL21P108	0.0	0.0	0.0	0.0	0.0	0.0
RPL21P109	0.0	0.0	0.0	0.0	0.0	0.0
RPL21P11	0.0	5.0	7.0	9.0	2.0	6.0
RPL21P110	0.0	2.0	1.0	1.0	0.0	3.0
RPL21P111	0.0	0.0	0.0	0.0	0.0	0.0
RPL21P112	0.0	0.0	0.0	1.0	1.0	4.0
RPL21P116	0.0	0.0	0.0	7.0	0.0	0.0
RPL21P119	2.0	90.0	92.0	99.0	102.0	71.0
RPL21P12	0.0	0.0	2.0	0.0	0.0	0.0
RPL21P120	0.0	2.0	2.0	2.0	2.0	0.0
RPL21P121	0.0	1.0	0.0	0.0	0.0	1.0
RPL21P122	0.0	10.0	3.0	9.0	7.0	5.0
RPL21P123	0.0	1.0	0.0	2.0	0.0	2.0
RPL21P126	0.0	0.0	0.0	0.0	0.0	0.0
RPL21P127	0.0	0.0	0.0	0.0	0.0	0.0
RPL21P129	0.0	2.0	0.0	0.0	0.0	0.0
RPL21P13	0.0	0.0	0.0	0.0	0.0	1.0
RPL21P131	0.0	0.0	1.0	1.0	0.0	0.0
RPL21P132	0.0	0.0	0.0	0.0	0.0	0.0
RPL21P133	0.0	0.0	0.0	0.0	0.0	0.0
RPL21P134	0.0	19.0	21.0	17.0	14.0	2.0
RPL21P135	0.0	4.0	4.0	4.0	2.0	1.0
RPL21P17	0.0	0.0	0.0	0.0	0.0	0.0
RPL21P2	0.0	2.0	4.0	6.0	2.0	0.0
RPL21P23	0.0	3.0	0.0	4.0	2.0	0.0
RPL21P24	0.0	1.0	0.0	0.0	0.0	0.0
RPL21P28	13.0	90.0	143.0	173.0	178.0	114.0
RPL21P3	0.0	6.0	16.0	4.0	9.0	1.0
RPL21P32	0.0	0.0	0.0	6.0	0.0	0.0
RPL21P38	0.0	0.0	0.0	0.0	0.0	0.0
RPL21P39	1.0	14.0	9.0	8.0	12.0	8.0
RPL21P4	0.0	0.0	1.0	2.0	2.0	2.0
RPL21P40	0.0	0.0	0.0	0.0	0.0	0.0
RPL21P41	0.0	0.0	0.0	0.0	0.0	0.0
RPL21P42	0.0	0.0	0.0	0.0	0.0	0.0
RPL21P43	0.0	4.0	3.0	1.0	0.0	2.0
RPL21P44	0.0	3.0	5.0	5.0	0.0	0.0
RPL21P47	0.0	0.0	0.0	0.0	0.0	0.0
RPL21P5	2.0	1.0	0.0	2.0	8.0	0.0
RPL21P50	0.0	0.0	0.0	0.0	0.0	0.0
RPL21P54	2.0	7.0	12.0	11.0	0.0	0.0
RPL21P6	0.0	0.0	0.0	0.0	0.0	0.0
RPL21P65	0.0	5.0	7.0	1.0	4.0	2.0
RPL21P66	0.0	0.0	0.0	0.0	0.0	0.0
RPL21P67	0.0	0.0	0.0	0.0	0.0	0.0
RPL21P7	0.0	5.0	0.0	4.0	3.0	4.0
RPL21P71	0.0	0.0	0.0	0.0	1.0	0.0
RPL21P75	9.0	166.0	267.0	176.0	197.0	110.0
RPL21P8	0.0	1.0	2.0	0.0	0.0	1.0
RPL21P9	0.0	0.0	0.0	0.0	0.0	0.0
RPL22	678.0	9389.0	13303.0	11758.0	10411.0	7495.0
RPL22P11	0.0	0.0	0.0	0.0	0.0	1.0
RPL22P18	0.0	0.0	0.0	0.0	0.0	0.0
RPL22P19	0.0	2.0	4.0	2.0	3.0	2.0
RPL22P22	0.0	0.0	0.0	0.0	0.0	0.0
RPL23	2040.0	26951.0	36864.0	34368.0	31655.0	21896.0
RPL23A	915.0	12064.0	15444.0	14561.0	13993.0	10173.0
RPL23AP1	0.0	0.0	0.0	0.0	0.0	0.0
RPL23AP10	0.0	1.0	0.0	0.0	0.0	0.0
RPL23AP12	0.0	0.0	0.0	0.0	0.0	0.0
RPL23AP2	0.0	2.0	5.0	6.0	4.0	0.0
RPL23AP22	0.0	0.0	0.0	0.0	0.0	0.0
RPL23AP23	0.0	6.0	5.0	13.0	5.0	0.0
RPL23AP3	4.0	1.0	2.0	0.0	4.0	1.0
RPL23AP32	0.0	0.0	1.0	3.0	2.0	0.0
RPL23AP35	0.0	2.0	3.0	2.0	0.0	1.0
RPL23AP39	0.0	0.0	0.0	0.0	0.0	0.0
RPL23AP4	1.0	0.0	0.0	0.0	0.0	2.0
RPL23AP40	0.0	1.0	0.0	2.0	0.0	4.0
RPL23AP46	0.0	0.0	0.0	0.0	0.0	0.0
RPL23AP50	0.0	0.0	2.0	6.0	3.0	1.0
RPL23AP51	0.0	0.0	0.0	0.0	0.0	0.0
RPL23AP53	1.0	27.0	41.0	67.0	57.0	23.0
RPL23AP54	0.0	1.0	0.0	0.0	0.0	0.0
RPL23AP6	0.0	0.0	2.0	2.0	0.0	0.0
RPL23AP60	0.0	0.0	0.0	0.0	0.0	0.0
RPL23AP62	0.0	0.0	0.0	0.0	0.0	0.0
RPL23AP64	0.0	0.0	0.0	0.0	0.0	0.0
RPL23AP67	0.0	2.0	6.0	7.0	2.0	1.0
RPL23AP68	0.0	0.0	0.0	0.0	0.0	0.0
RPL23AP69	0.0	0.0	1.0	0.0	0.0	0.0
RPL23AP7	19.0	195.0	310.0	257.0	224.0	162.0
RPL23AP72	0.0	0.0	0.0	1.0	2.0	0.0
RPL23AP73	0.0	0.0	0.0	0.0	0.0	0.0
RPL23AP76	0.0	0.0	0.0	0.0	0.0	0.0
RPL23AP77	0.0	0.0	2.0	3.0	0.0	0.0
RPL23AP78	0.0	0.0	0.0	0.0	0.0	0.0
RPL23AP80	0.0	0.0	1.0	0.0	0.0	0.0
RPL23AP81	0.0	4.0	1.0	7.0	2.0	3.0
RPL23AP83	0.0	0.0	0.0	0.0	0.0	0.0
RPL23P10	0.0	0.0	0.0	0.0	0.0	0.0
RPL23P11	0.0	0.0	0.0	0.0	0.0	0.0
RPL23P2	4.0	42.0	45.0	40.0	61.0	37.0
RPL23P4	0.0	0.0	0.0	0.0	0.0	0.0
RPL23P8	0.0	60.0	91.0	91.0	82.0	38.0
RPL24	1337.0	16767.0	24633.0	22197.0	19939.0	12781.0
RPL24P2	0.0	6.0	12.0	8.0	8.0	1.0
RPL24P4	209.0	2987.0	4244.0	4240.0	3299.0	2483.0
RPL24P7	0.0	3.0	6.0	1.0	9.0	6.0
RPL24P8	11.0	128.0	167.0	167.0	138.0	103.0
RPL26	290.0	3905.0	5625.0	5227.0	4778.0	3378.0
RPL26L1	40.0	456.0	703.0	665.0	501.0	358.0
RPL26P20	0.0	0.0	0.0	0.0	0.0	0.0
RPL26P3	1.0	5.0	3.0	8.0	4.0	5.0
RPL26P30	7.0	26.0	32.0	45.0	20.0	28.0
RPL26P31	0.0	0.0	0.0	0.0	0.0	0.0
RPL26P34	0.0	0.0	0.0	0.0	0.0	0.0
RPL26P35	0.0	3.0	2.0	7.0	5.0	4.0
RPL26P37	0.0	1.0	0.0	0.0	1.0	0.0
RPL26P9	0.0	0.0	0.0	0.0	0.0	0.0
RPL27	881.0	12771.0	17986.0	15795.0	14528.0	8892.0
RPL27A	3686.0	41824.0	68943.0	58198.0	52272.0	36539.0
RPL27AP	0.0	1.0	0.0	2.0	1.0	0.0
RPL27AP5	0.0	2.0	5.0	6.0	2.0	0.0
RPL27AP8	0.0	0.0	1.0	0.0	2.0	0.0
RPL27P12	0.0	0.0	0.0	0.0	0.0	7.0
RPL28	1807.0	26508.0	36866.0	31332.0	28632.0	17910.0
RPL29	1664.0	24496.0	33956.0	31475.0	30578.0	20139.0
RPL29P11	3.0	33.0	35.0	37.0	41.0	22.0
RPL29P12	0.0	1.0	0.0	5.0	9.0	8.0
RPL29P14	0.0	2.0	2.0	11.0	1.0	0.0
RPL29P19	0.0	0.0	4.0	6.0	0.0	6.0
RPL29P2	0.0	0.0	0.0	0.0	0.0	0.0
RPL29P22	0.0	0.0	0.0	0.0	0.0	0.0
RPL29P23	0.0	0.0	0.0	0.0	0.0	0.0
RPL29P24	1.0	19.0	14.0	21.0	13.0	14.0
RPL29P25	0.0	0.0	3.0	1.0	0.0	0.0
RPL29P28	0.0	0.0	0.0	0.0	0.0	0.0
RPL29P29	0.0	0.0	0.0	0.0	0.0	0.0
RPL29P3	0.0	2.0	1.0	1.0	0.0	2.0
RPL29P30	0.0	0.0	0.0	0.0	0.0	0.0
RPL29P32	0.0	0.0	0.0	0.0	0.0	0.0
RPL29P33	1.0	0.0	3.0	1.0	2.0	0.0
RPL29P7	0.0	0.0	0.0	0.0	0.0	0.0
RPL30	1158.0	14476.0	19814.0	16856.0	15511.0	11637.0
RPL30P1	0.0	0.0	0.0	0.0	0.0	0.0
RPL30P10	0.0	0.0	0.0	0.0	0.0	0.0
RPL30P11	0.0	3.0	14.0	5.0	0.0	3.0
RPL30P12	0.0	0.0	0.0	0.0	0.0	0.0
RPL30P13	0.0	0.0	1.0	0.0	0.0	0.0
RPL30P14	0.0	0.0	0.0	0.0	0.0	0.0
RPL30P15	0.0	0.0	0.0	0.0	0.0	0.0
RPL30P16	0.0	0.0	0.0	0.0	0.0	0.0
RPL30P2	0.0	0.0	0.0	0.0	0.0	0.0
RPL30P3	0.0	0.0	0.0	0.0	0.0	0.0
RPL30P4	0.0	1.0	0.0	0.0	0.0	0.0
RPL30P5	0.0	0.0	0.0	0.0	0.0	0.0
RPL30P6	0.0	0.0	0.0	0.0	0.0	0.0
RPL30P7	0.0	0.0	0.0	0.0	0.0	0.0
RPL30P9	0.0	0.0	0.0	0.0	0.0	0.0
RPL31	1424.0	18857.0	25943.0	24068.0	21981.0	14943.0
RPL31P1	0.0	0.0	0.0	0.0	0.0	0.0
RPL31P11	0.0	0.0	0.0	2.0	0.0	0.0
RPL31P12	0.0	0.0	1.0	0.0	0.0	0.0
RPL31P13	0.0	0.0	0.0	0.0	0.0	0.0
RPL31P15	0.0	0.0	0.0	0.0	0.0	0.0
RPL31P2	0.0	2.0	8.0	12.0	4.0	4.0
RPL31P20	0.0	0.0	0.0	0.0	0.0	0.0
RPL31P28	0.0	0.0	2.0	0.0	0.0	0.0
RPL31P3	0.0	0.0	0.0	0.0	0.0	0.0
RPL31P33	0.0	0.0	0.0	0.0	0.0	0.0
RPL31P35	0.0	0.0	1.0	0.0	0.0	0.0
RPL31P40	0.0	0.0	0.0	2.0	0.0	0.0
RPL31P41	0.0	0.0	0.0	0.0	0.0	0.0
RPL31P47	0.0	2.0	0.0	0.0	6.0	0.0
RPL31P49	0.0	4.0	3.0	0.0	6.0	2.0
RPL31P50	0.0	2.0	3.0	6.0	2.0	3.0
RPL31P52	1.0	9.0	12.0	17.0	3.0	2.0
RPL31P53	0.0	0.0	0.0	0.0	0.0	0.0
RPL31P54	0.0	0.0	0.0	0.0	0.0	0.0
RPL31P56	0.0	0.0	0.0	0.0	0.0	0.0
RPL31P57	0.0	0.0	0.0	0.0	0.0	0.0
RPL31P58	0.0	2.0	2.0	8.0	3.0	2.0
RPL31P59	0.0	0.0	0.0	0.0	0.0	0.0
RPL31P60	0.0	0.0	0.0	0.0	1.0	0.0
RPL31P61	0.0	1.0	2.0	2.0	1.0	1.0
RPL31P63	0.0	2.0	4.0	7.0	6.0	1.0
RPL31P7	0.0	1.0	0.0	0.0	2.0	0.0
RPL31P9	0.0	0.0	0.0	0.0	0.0	0.0
RPL32	2245.0	31282.0	45336.0	42154.0	40502.0	27376.0
RPL32P1	0.0	0.0	0.0	0.0	0.0	0.0
RPL32P14	0.0	0.0	0.0	0.0	0.0	0.0
RPL32P26	0.0	4.0	1.0	2.0	1.0	1.0
RPL32P28	0.0	0.0	0.0	0.0	0.0	0.0
RPL32P29	0.0	0.0	0.0	0.0	0.0	0.0
RPL32P3	46.0	664.0	923.0	755.0	739.0	497.0
RPL32P31	0.0	0.0	2.0	2.0	0.0	0.0
RPL32P33	0.0	0.0	0.0	0.0	0.0	0.0
RPL32P34	1.0	5.0	6.0	17.0	7.0	12.0
RPL32P35	0.0	0.0	0.0	0.0	0.0	0.0
RPL32P9	0.0	0.0	0.0	0.0	0.0	0.0
RPL34-AS1	4.0	1.0	7.0	7.0	8.0	9.0
RPL34P1	0.0	0.0	0.0	0.0	0.0	1.0
RPL34P17	0.0	0.0	0.0	0.0	0.0	0.0
RPL34P18	6.0	146.0	216.0	140.0	160.0	111.0
RPL34P21	0.0	0.0	0.0	1.0	0.0	0.0
RPL34P22	0.0	0.0	0.0	0.0	0.0	0.0
RPL34P23	0.0	0.0	0.0	0.0	0.0	0.0
RPL34P26	0.0	0.0	0.0	0.0	0.0	1.0
RPL34P27	0.0	3.0	10.0	7.0	4.0	5.0
RPL34P29	0.0	0.0	0.0	0.0	0.0	0.0
RPL34P3	0.0	0.0	0.0	0.0	0.0	0.0
RPL34P31	0.0	3.0	6.0	5.0	4.0	2.0
RPL34P33	0.0	5.0	2.0	4.0	0.0	3.0
RPL34P34	0.0	2.0	8.0	3.0	6.0	6.0
RPL34P6	0.0	0.0	1.0	1.0	4.0	3.0
RPL35AP	0.0	0.0	0.0	0.0	3.0	0.0
RPL35AP12	0.0	0.0	0.0	0.0	0.0	0.0
RPL35AP15	0.0	0.0	0.0	0.0	0.0	0.0
RPL35AP18	0.0	0.0	0.0	0.0	0.0	0.0
RPL35AP19	0.0	0.0	0.0	0.0	0.0	0.0
RPL35AP21	0.0	1.0	2.0	1.0	0.0	0.0
RPL35AP22	0.0	0.0	0.0	0.0	0.0	0.0
RPL35AP26	0.0	3.0	2.0	4.0	3.0	2.0
RPL35AP3	0.0	0.0	0.0	0.0	0.0	0.0
RPL35AP30	0.0	0.0	0.0	0.0	0.0	0.0
RPL35AP31	0.0	0.0	0.0	0.0	0.0	0.0
RPL35AP32	0.0	12.0	22.0	5.0	13.0	12.0
RPL35AP33	0.0	0.0	0.0	0.0	0.0	0.0
RPL35AP35	0.0	0.0	2.0	0.0	0.0	0.0
RPL35AP4	0.0	0.0	0.0	0.0	0.0	0.0
RPL35P1	3.0	33.0	51.0	76.0	38.0	20.0
RPL35P2	12.0	90.0	125.0	93.0	67.0	70.0
RPL35P3	0.0	0.0	0.0	0.0	0.0	0.0
RPL35P4	0.0	0.0	0.0	0.0	0.0	0.0
RPL35P5	3.0	44.0	87.0	51.0	78.0	49.0
RPL35P6	0.0	1.0	4.0	5.0	0.0	2.0
RPL35P8	0.0	0.0	0.0	0.0	0.0	0.0
RPL35P9	0.0	0.0	0.0	0.0	0.0	0.0
RPL36	2230.0	29667.0	36262.0	33252.0	31791.0	21191.0
RPL36A	4.0	11.0	14.0	25.0	10.0	17.0
RPL36A-HNRNPH2	0.0	0.0	0.0	0.0	0.0	0.0
RPL36AL	188.0	2609.0	3670.0	3255.0	3034.0	2165.0
RPL36AP10	0.0	0.0	0.0	0.0	0.0	0.0
RPL36AP13	0.0	0.0	5.0	5.0	5.0	0.0
RPL36AP15	0.0	2.0	6.0	10.0	6.0	4.0
RPL36AP21	0.0	0.0	2.0	3.0	2.0	0.0
RPL36AP26	0.0	0.0	2.0	4.0	0.0	0.0
RPL36AP29	0.0	0.0	4.0	4.0	0.0	2.0
RPL36AP33	0.0	0.0	0.0	1.0	0.0	2.0
RPL36AP35	0.0	0.0	0.0	0.0	0.0	0.0
RPL36AP39	0.0	0.0	4.0	1.0	6.0	0.0
RPL36AP40	0.0	0.0	0.0	0.0	0.0	0.0
RPL36AP41	0.0	0.0	0.0	0.0	2.0	0.0
RPL36AP43	1.0	2.0	1.0	1.0	14.0	0.0
RPL36AP45	0.0	5.0	9.0	4.0	0.0	2.0
RPL36AP48	0.0	0.0	0.0	0.0	0.0	0.0
RPL36AP51	0.0	0.0	1.0	0.0	0.0	0.0
RPL36AP53	0.0	0.0	0.0	0.0	0.0	0.0
RPL36AP55	0.0	0.0	0.0	0.0	0.0	0.0
RPL36AP6	0.0	0.0	0.0	0.0	0.0	0.0
RPL36P1	0.0	0.0	0.0	0.0	0.0	0.0
RPL36P16	0.0	4.0	3.0	4.0	4.0	13.0
RPL36P18	0.0	0.0	0.0	0.0	0.0	0.0
RPL36P19	0.0	0.0	0.0	0.0	0.0	0.0
RPL36P2	0.0	0.0	0.0	1.0	0.0	0.0
RPL36P20	0.0	0.0	0.0	0.0	0.0	0.0
RPL36P4	0.0	0.0	0.0	0.0	0.0	0.0
RPL37	1825.0	24105.0	33770.0	30872.0	28060.0	19088.0
RPL37A	3174.0	40939.0	53928.0	52752.0	50324.0	34417.0
RPL37AP1	5.0	25.0	30.0	26.0	40.0	32.0
RPL37AP8	0.0	0.0	0.0	0.0	0.0	0.0
RPL37P1	0.0	0.0	0.0	0.0	4.0	1.0
RPL37P10	0.0	0.0	0.0	0.0	0.0	0.0
RPL37P15	0.0	0.0	0.0	0.0	0.0	0.0
RPL37P2	4.0	40.0	71.0	57.0	49.0	63.0
RPL37P21	0.0	0.0	0.0	0.0	0.0	0.0
RPL37P23	7.0	87.0	72.0	131.0	125.0	57.0
RPL37P25	0.0	0.0	0.0	0.0	0.0	0.0
RPL37P3	0.0	0.0	0.0	4.0	2.0	1.0
RPL37P4	0.0	0.0	0.0	0.0	0.0	0.0
RPL38	804.0	11012.0	14712.0	13810.0	13016.0	8721.0
RPL38P1	0.0	0.0	0.0	0.0	0.0	0.0
RPL38P3	0.0	0.0	0.0	0.0	0.0	0.0
RPL38P4	0.0	0.0	1.0	0.0	0.0	0.0
RPL39	947.0	13469.0	17842.0	18269.0	16594.0	11840.0
RPL39L	205.0	2705.0	3652.0	2978.0	2972.0	1950.0
RPL39P	0.0	0.0	1.0	0.0	0.0	0.0
RPL39P25	0.0	0.0	0.0	0.0	0.0	0.0
RPL39P26	0.0	0.0	0.0	1.0	2.0	0.0
RPL39P28	0.0	0.0	0.0	0.0	0.0	0.0
RPL39P29	0.0	2.0	0.0	2.0	0.0	0.0
RPL39P3	106.0	1271.0	1868.0	1823.0	1639.0	1043.0
RPL39P31	0.0	0.0	0.0	0.0	0.0	0.0
RPL39P33	0.0	0.0	0.0	0.0	0.0	0.0
RPL39P34	0.0	0.0	0.0	0.0	0.0	0.0
RPL39P36	0.0	21.0	15.0	15.0	8.0	13.0
RPL39P38	0.0	5.0	2.0	6.0	11.0	1.0
RPL39P40	0.0	6.0	1.0	21.0	15.0	10.0
RPL39P5	0.0	0.0	1.0	1.0	3.0	0.0
RPL39P6	0.0	0.0	0.0	0.0	0.0	0.0
RPL3L	4.0	19.0	33.0	46.0	24.0	23.0
RPL3P1	2.0	0.0	3.0	1.0	4.0	4.0
RPL3P10	0.0	0.0	0.0	0.0	0.0	0.0
RPL3P11	0.0	0.0	0.0	0.0	0.0	0.0
RPL3P12	0.0	0.0	0.0	0.0	0.0	0.0
RPL3P13	0.0	0.0	0.0	0.0	1.0	0.0
RPL3P2	0.0	6.0	7.0	10.0	7.0	9.0
RPL3P3	0.0	0.0	0.0	1.0	0.0	2.0
RPL3P4	107.0	1563.0	1965.0	2150.0	1936.0	1352.0
RPL3P5	0.0	0.0	0.0	1.0	0.0	2.0
RPL3P6	0.0	5.0	2.0	8.0	4.0	11.0
RPL3P7	5.0	40.0	71.0	126.0	67.0	49.0
RPL3P8	0.0	0.0	0.0	0.0	0.0	2.0
RPL3P9	0.0	0.0	2.0	0.0	5.0	2.0
RPL41	641.0	9910.0	14329.0	14358.0	12308.0	8098.0
RPL41P1	174.0	2003.0	3219.0	2869.0	2147.0	1545.0
RPL41P2	0.0	18.0	34.0	27.0	14.0	8.0
RPL4P1	0.0	0.0	3.0	0.0	1.0	0.0
RPL4P2	0.0	6.0	3.0	4.0	18.0	6.0
RPL4P3	1.0	5.0	14.0	13.0	27.0	5.0
RPL4P4	31.0	475.0	683.0	707.0	638.0	432.0
RPL4P5	0.0	2.0	0.0	5.0	4.0	2.0
RPL4P6	0.0	17.0	22.0	14.0	10.0	15.0
RPL5	4062.0	57066.0	80568.0	71687.0	65422.0	45272.0
RPL5P1	9.0	119.0	142.0	116.0	93.0	73.0
RPL5P10	0.0	1.0	0.0	0.0	1.0	0.0
