gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG000001118506,122.070166106686,0.0676328782921608,0.14696332724813,0.390610148762612,0.639271171455919
ENSG000002493952,82.2297516715852,0.0604336697636382,0.15441958179892,0.390577986181154,0.639271171455919
ENSG000001821075,35.9383306517625,-0.0489759201950058,0.157861125609792,0.390625454634066,0.639271171455919
ENSG0000016673414,988.216980100203,-0.0596947549996429,0.0798025896481263,0.390649331163203,0.639271171455919
ENSG000002671521,41.387741322387,0.0490570543714055,0.159025618074513,0.390741451346997,0.639352964659548
ENSG000001592288,229.82049733397,0.07174450880283,0.117756885113672,0.390844969431073,0.639453388093343
ENSG000000103192,134.875739308873,-0.0664124693532943,0.146411486610842,0.391220678227621,0.63972589100393
ENSG000002602651,74.0472159716485,-0.0632682955843658,0.149746423221658,0.391282540530627,0.63972589100393
ENSG000001988768,1421.31681825025,-0.0486852776367536,0.061437140236244,0.391270970255393,0.63972589100393
ENSG000002328883,909.46834161021,-0.0562109106494483,0.0740944300709262,0.391093943974618,0.63972589100393
ENSG000001773373,113.450554267323,-0.0696338453704112,0.140200135363721,0.391225130688336,0.63972589100393
ENSG000001052878,1545.70887208973,0.0481025877736542,0.0608162903659633,0.39116748660151,0.63972589100393
ENSG000001327937,257.463940184794,0.0717174360230484,0.115073430700933,0.391306662783067,0.63972589100393
ENSG000001774278,306.205052717651,-0.0707029081464349,0.115188731964661,0.391375205841698,0.639769015108392
ENSG0000013990810,134.148423422781,-0.0611664617680374,0.150296613723176,0.39167567502176,0.640191211580864
ENSG0000010466013,1771.39318194952,0.0506778363096882,0.064457595868224,0.391928115669978,0.640466554553377
ENSG0000016031012,3574.32651445787,-0.036282096624455,0.0441945928091061,0.391928554605424,0.640466554553377
ENSG000001720208,946.683045698237,-0.0585697605387882,0.07835283571991,0.392042975777768,0.640584543557621
ENSG000002589001,64.0284311123469,0.060073265176281,0.153979430216473,0.392125035074653,0.640589696454265
ENSG000001030894,58.3505637488458,0.0479429807574447,0.15735806265058,0.392130567499322,0.640589696454265
ENSG000001685056,461.226392284198,-0.068555158474035,0.105006093380264,0.392527027434692,0.640638147293317
ENSG000002219556,326.828006091671,-0.0694303226666545,0.110062812015819,0.392259165674325,0.640638147293317
ENSG000001689385,473.829131355576,-0.0661866767306442,0.0966187724212133,0.392455397797962,0.640638147293317
ENSG0000020453111,46.8658810695442,-0.0467038620775501,0.157683189580338,0.392333812157601,0.640638147293317
ENSG0000012858111,475.448808061939,-0.0662051933660772,0.0958652737609085,0.392433671314178,0.640638147293317
