"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ABCF1",27.307868103332,-0.0217630383205863,0.168930703359274,0.258850480275644,0.541007400035942
"ABCF2",2026.2541767523,0.171818281663244,0.0671972222339159,0.00521667308238928,0.0351035990049263
"ABCF3",1023.40395066607,0.0482799173890444,0.071717641238444,0.455956784406579,0.718445055967351
"ABCG2",506.566721205069,-0.0402065418829679,0.0945787980887808,0.60615050198695,0.819755080690653
"ABCG4",92.0162707137271,-0.00343630588270315,0.138579378965394,0.963478168997789,0.987308444963656
"ABHD1",6.01558972589187,-0.00715593442202113,0.165127406554151,0.817649863689059,NA
"ABHD10",1010.36772978119,-0.0310071834943492,0.0752465119658006,0.642357461299587,0.842210682389635
"ABHD13",693.458859954071,-0.0971716417725939,0.0877329137274884,0.197070161142766,0.4622019612361
"ABHD14A",57.9597869332889,0.0375428497586166,0.149692835306005,0.612678064768535,0.825242669241551
"ABHD15",91.9792528551279,0.0608364051223392,0.15124993774785,0.443561927904675,0.711603519228296
"ABHD16B",118.935802613431,-0.161013682456714,0.176423245917327,0.11311943392868,0.330962877288625
