,Geneid,X_filesTien_Cont1_S25sorted,X_filesTien_Cont2_S26sorted,X_filesTien_Cont3_S27sorted,X_filesTien_Zn1_S28sorted,X_filesTien_Zn2_S29sorted,X_filesTien_Zn3_S30sorted
51388,AC093786.1,0,0,0,0,0,0
51389,RN7SL426P,0,0,0,0,0,0
51390,MIR548AW,0,0,2,3,0,2
51391,RN7SL157P,0,0,0,0,0,0
51392,CTD-2206N4.4,2,5,14,9,8,2
51393,RN7SL478P,0,0,0,0,0,0
51394,AC005702.2,2,12,27,18,12,7
51395,RP11-527H14.1,0,0,0,0,0,0
51396,RP11-326K13.4,6,38,60,22,34,13
51397,AL358813.2,0,0,0,0,0,0
51398,RP11-573D15.9,15,170,196,222,141,96
51399,AP005118.1,0,0,0,0,0,0
51400,MIR4439,0,0,0,0,0,0
51401,FAM60BP,2,35,62,27,50,16
51402,RN7SL871P,0,0,0,0,0,0
51403,MIR378E,0,0,0,0,0,0
51404,AC023237.1,0,3,1,0,4,2
51405,MIR4635,0,0,1,1,0,1
51406,BX649553.1,0,0,0,0,0,0
51407,MIR4698,0,0,0,0,0,0
51408,CR381653.1,0,4,6,9,10,3
51409,AC011431.2,0,0,0,0,0,0
51410,RN7SL44P,0,0,0,1,0,0
51411,AC104986.1,0,7,5,5,1,6
51412,RP11-649A18.12,5,90,68,41,53,39
51413,AL390879.1,0,0,0,1,0,1
51414,CIAPIN1P,2,8,11,7,6,8
51415,RP11-143J12.3,8,17,31,34,20,10
51416,AC108057.1,0,0,0,0,0,0
51417,MIR4744,0,1,2,1,0,0
51418,AC139530.1,0,3,0,3,2,3
51419,AC105081.1,0,0,0,0,0,0
51420,AL121756.1,0,0,0,0,0,0
51421,MIR4729,0,0,0,0,0,0
51422,MIR4769,0,0,0,0,3,1
51423,RP11-498C9.16,0,0,0,0,0,0
51424,RP11-218M11.3,0,0,1,0,0,0
51425,MIR3927,0,0,0,0,0,0
51426,RP11-107K17.1,0,0,0,0,0,0
51427,AC007948.1,0,0,0,0,0,0
51428,AL139319.1,0,0,0,0,0,0
51429,CTD-2350C19.5,0,0,0,0,0,0
51430,hsa-mir-4528,0,0,0,0,0,0
51431,RP11-334E6.12,0,0,0,0,0,0
51432,LINC00672,9,227,314,192,208,119
51433,AL353629.1,0,0,0,0,0,0
51434,RN7SL276P,0,0,0,1,0,0
51435,DLGAP1-AS4,0,2,9,11,1,0
51436,RN7SL747P,0,0,0,0,0,0
51437,MIR4436B1,0,0,0,0,0,0
51438,RN7SL774P,0,0,1,1,2,1
51439,RP11-51F16.5,0,6,7,10,1,2
51440,RP11-705O1.8,2,10,27,42,19,16
51441,MIR3920,0,0,0,0,0,0
51442,AL953885.1,0,0,0,0,0,0
51443,RP11-51L5.5,0,9,4,7,7,4
51444,RN7SL777P,2,1,0,1,0,0
51445,RN7SL86P,0,0,0,0,0,0
51446,MIR4303,0,0,0,0,0,0
51447,AC092634.1,0,0,0,0,0,0
51448,MIR4667,0,0,1,0,0,0
51449,CTD-3010D24.3,0,0,0,0,0,0
51450,MIR3925,0,0,0,0,0,0
51451,RP11-110H1.9,0,0,0,0,0,0
51452,MIR4669,0,0,0,0,0,0
51453,MIR4793,0,0,0,0,0,0
51454,AC006483.1,0,0,0,0,0,0
51455,RN7SL544P,0,0,0,0,0,0
51456,RN7SL437P,0,2,3,0,1,6
51457,AL035250.1,0,0,0,0,0,0
51458,RP11-344B2.3,0,2,2,0,0,1
51459,RN7SL555P,0,0,0,0,0,0
51460,RP11-680F20.11,2,17,11,14,4,8
51461,AL354833.1,0,0,0,0,0,0
51462,MIR3116-2,0,0,0,1,0,0
51463,MIR5000,0,4,0,0,0,0
51464,AC133749.1,0,0,0,0,0,0
51465,RN7SL31P,0,0,0,0,0,0
51466,AC004812.1,0,0,0,2,0,2
51467,RP11-846F4.5,0,0,0,0,0,0
51468,RP11-110H1.4,0,3,14,14,15,22
51469,RP11-53I6.2,0,0,0,0,0,0
51470,MIR3670-1,0,0,0,0,0,0
51471,RN7SL686P,0,1,1,0,0,0
51472,AC067751.1,0,0,0,0,0,0
51473,AC013737.1,0,0,0,0,0,1
51474,RP11-571L19.7,1,1,0,0,0,0
51475,RP11-210K20.2,0,7,5,3,3,0
51476,MIR4462,0,0,0,0,0,0
51477,AC099759.1,0,0,0,0,0,0
51478,AL354833.2,0,0,0,0,0,0
51479,RN7SL186P,0,0,0,0,0,0
51480,MIR4509-1,0,0,0,0,0,0
51481,RP11-180P8.1,1,12,26,7,14,10
51482,MIR4448,0,0,0,0,0,0
51483,AL365502.1,0,0,0,0,0,0
51484,SNORD3A,13,207,225,195,208,154
51485,RP11-674N23.2,0,0,0,0,0,0
51486,RP11-579O24.3,0,5,5,6,5,0
51487,RN7SL275P,0,0,0,1,1,0
51488,RN7SL32P,1,2,2,1,11,2
51489,RN7SL680P,0,0,0,0,0,0
51490,RN7SL435P,0,0,0,0,0,0
51491,MIR548Y,0,2,0,0,1,0
51492,RP11-434D2.11,0,0,0,0,0,0
51493,RN7SL694P,0,2,2,1,2,2
51494,MIR4785,0,0,0,0,0,0
51495,RP11-513M1.1,0,0,0,0,0,0
51496,AC004769.1,0,0,0,0,0,0
51497,RN7SL850P,0,2,0,0,0,0
51498,AC105398.1,0,0,0,0,0,0
51499,RP11-676J15.1,0,18,30,19,28,13
51500,AC092988.1,0,0,0,0,0,0
51501,AC007773.1,0,0,1,0,1,2
51502,MIR4461,0,0,0,0,0,0
51503,MIR4509-2,0,0,0,0,0,0
51504,AP000765.1,2,3,3,1,2,3
51505,MIR4290,0,0,0,0,0,0
51506,RN7SL381P,2,29,23,35,29,23
51507,RN7SL678P,0,0,0,0,2,0
51508,RP11-789C17.5,0,0,0,0,0,0
51509,MIR1587,0,0,0,0,0,0
51510,MIR4760,0,0,1,0,0,0
51511,RN7SL121P,0,9,6,0,9,4
51512,CTB-58E17.9,0,1,0,0,0,1
51513,YWHAEP3,0,0,0,0,0,0
51514,MIR4499,0,0,0,1,0,2
51515,MIR4672,0,0,0,0,0,0
51516,BX649553.2,0,0,0,0,0,0
51517,MIR5705,0,0,0,0,0,0
51518,RP11-504I13.3,1,7,6,6,3,1
51519,AC092380.1,0,0,0,0,0,0
51520,AC116407.1,0,2,1,0,0,0
51521,RP11-746M1.1,0,0,0,0,0,0
51522,MIR5698,0,0,0,0,0,0
51523,RN7SL147P,0,0,0,0,0,0
51524,RN7SL615P,0,0,0,0,0,1
51525,CTC-542B22.2,1,14,18,12,11,10
51526,RN7SL386P,0,0,0,0,0,0
51527,RN7SL786P,0,0,0,0,0,0
51528,AC011499.1,0,0,0,0,2,1
51529,AC006130.1,0,0,0,0,0,0
51530,RN7SL42P,0,0,0,0,0,0
51531,RP11-286N3.2,0,1,1,0,0,0
51532,RN7SL52P,0,0,0,0,0,0
51533,MIR4717,0,0,3,0,0,0
51534,MIR4314,0,0,0,0,0,0
51535,RP11-68I3.10,0,2,2,4,8,0
51536,AP001631.1,0,0,1,2,0,1
51537,MIR4429,0,0,1,0,0,0
51538,RP11-627G18.2,0,0,0,0,0,0
51539,MIR3938,0,2,0,0,0,0
51540,MIR4253,0,0,0,0,0,0
51541,RP11-176N18.2,3,44,62,30,28,38
51542,CTC-297N7.9,2,81,121,102,77,58
51543,RN7SL336P,0,2,0,1,0,0
51544,RN7SL207P,0,0,0,0,0,0
51545,RP11-6N17.6,0,0,0,0,0,0
51546,AC027806.1,0,0,0,0,0,0
51547,MIR3917,0,5,2,4,3,3
51548,AL732363.1,0,0,0,0,0,0
51549,RP11-728E14.2,0,0,0,0,0,0
51550,AL901608.1,0,0,0,0,0,0
51551,RP11-1124B17.1,0,0,0,0,0,0
51552,RN7SL744P,0,1,2,3,0,1
51553,CTD-2008P7.5,0,5,3,8,0,2
51554,RN7SL66P,0,0,0,0,0,0
51555,RP11-68I3.2,0,0,0,0,0,0
51556,MIR4491,0,0,0,0,0,0
51557,AC010139.1,0,1,0,2,0,0
51558,RN7SL198P,0,0,0,0,0,0
51559,MIR4472-2,0,1,2,0,1,1
51560,AC091132.2,0,0,0,0,0,0
51561,AC114296.1,0,0,0,0,0,0
51562,RP11-29O13.1,0,0,0,0,0,0
51563,RN7SL670P,0,1,0,0,0,0
51564,AL354833.3,0,0,0,0,0,0
51565,SNORA40,0,6,8,13,11,5
51566,RP11-192H23.7,0,2,6,16,5,2
51567,AC073127.1,0,0,0,0,0,0
51568,RN7SL312P,1,17,9,17,8,7
51569,RN7SL455P,0,0,0,0,0,1
51570,AL121992.1,0,0,0,0,0,0
51571,MIR4737,1,13,37,27,17,19
51572,RP11-22N12.2,0,0,0,0,0,0
51573,AC007881.1,0,0,4,2,9,4
51574,MIR3655,0,0,0,0,0,0
51575,RPL31P9,0,0,0,0,0,0
51576,AP000261.1,0,0,0,0,0,0
51577,MIR5685,0,2,0,2,0,0
51578,RP11-583F2.1,0,2,13,6,8,2
51579,KRT222,1,31,70,27,52,17
51580,AC013558.1,0,1,0,0,0,0
51581,MIR4316,0,0,0,1,0,0
51582,FGF7P1,0,1,3,0,1,3
51583,AC131012.1,0,0,0,0,0,0
51584,MIR3687,16,100,128,113,165,90
51585,RN7SL139P,0,0,0,0,0,0
51586,MIR451B,0,0,0,0,0,0
51587,RP11-401O9.3,0,1,0,0,0,0
51588,MIR3943,0,0,0,0,0,0
51589,DND1P1,9,63,47,78,73,44
51590,RN7SL531P,0,0,0,0,0,0
51591,RP11-856M7.4,0,0,1,0,0,0
51592,MIR3199-2,0,2,0,1,0,0
51593,AC110086.1,0,0,0,0,0,0
51594,MIR4783,0,0,0,0,0,1
51595,AL158040.1,0,0,0,2,0,0
51596,AC010196.1,0,0,0,0,0,0
51597,RP11-73M7.9,0,0,2,4,2,4
51598,AC079412.1,0,0,0,0,0,0
51599,CTD-2015H3.1,0,1,2,0,0,0
51600,AL136985.1,0,0,0,0,0,0
51601,RP11-227G15.9,0,0,0,0,0,1
51602,MIR5688,0,0,0,1,0,0
51603,MIR5004,0,0,0,0,0,0
51604,MIR3681,0,0,0,0,0,0
51605,MIR4666B,0,0,0,0,0,0
51606,AP002495.1,1,5,7,6,7,0
51607,RN7SL474P,0,0,0,0,1,0
51608,RP11-401F2.2,0,0,0,0,0,0
51609,AC022616.1,0,0,0,0,0,0
51610,AP000560.1,0,0,0,0,0,0
51611,AC034187.1,0,0,0,0,0,0
51612,CTD-2350C19.1,0,0,2,0,0,0
51613,MIR4803,0,0,1,0,0,0
51614,MIR4689,0,1,0,0,0,2
51615,MIR4688,0,0,0,0,0,0
51616,AC017028.3,0,0,0,0,0,0
51617,RP11-638L3.4,0,0,0,0,0,0
51618,MIR3688-1,0,0,0,0,0,0
51619,AC116562.2,0,31,50,35,22,23
51620,RP11-848P1.5,7,63,67,72,69,31
51621,RP11-357H3.1,0,0,0,0,0,0
51622,MIR4712,5,88,104,103,96,51
51623,MIR4300,0,0,0,0,0,0
51624,RP11-159D12.2,2,79,129,108,79,55
51625,RN7SL784P,0,0,0,0,0,0
51626,AC063932.1,0,0,0,0,0,0
51627,hsa-mir-3180-4,0,1,0,0,0,0
51628,RP11-321M21.3,0,1,0,1,0,0
51629,RN7SL572P,0,0,0,0,0,0
51630,MIR4795,0,0,1,0,0,0
51631,AF274855.1,0,0,0,0,0,0
51632,AL157775.1,0,0,0,0,0,0
51633,RN7SL599P,0,0,1,0,0,0
51634,AC104687.1,0,0,0,0,0,0
51635,RP11-354P11.4,0,0,0,0,0,0
51636,RN7SL158P,0,0,0,0,2,0
51637,SCML2P1,0,0,0,0,0,0
51638,RN7SL713P,0,0,0,0,0,0
51639,AC020900.2,0,0,0,0,0,0
51640,AC110794.1,0,0,0,0,0,0
51641,AC007631.1,0,0,0,0,0,0
51642,AC006953.1,0,1,2,3,5,6
51643,AL121893.1,0,0,0,0,0,0
51644,AC104306.2,0,0,0,0,0,1
51645,MIR3689D2,0,0,0,0,0,0
51646,AC079298.1,0,0,0,0,0,0
51647,RP11-20B24.3,0,0,0,1,0,3
51648,MIR3667,0,0,0,0,0,0
51649,MIR3928,0,0,1,0,2,1
51650,AC114969.1,0,0,0,1,0,0
51651,AC105049.1,0,0,0,0,0,0
51652,AC021654.1,0,0,1,0,0,0
51653,MIR4763,0,0,0,0,0,0
51654,RP11-848P1.7,0,0,2,3,4,0
51655,RP11-268I9.3,0,0,0,1,1,0
51656,RP11-715F3.1,0,0,0,0,0,0
51657,RP11-739N10.1,0,3,2,4,1,0
51658,AC090015.1,0,0,0,0,0,0
51659,MIR3127,0,1,1,1,0,1
51660,MIR4670,0,2,3,0,2,4
51661,RN7SL866P,0,0,0,3,0,0
51662,MIR4762,0,0,0,0,0,0
51663,MIR3689B,0,0,0,0,0,0
51664,RP11-640N20.6,13,182,210,142,114,81
51665,RN7SL115P,0,0,0,0,0,0
51666,RP1-253P7.1,0,0,0,0,0,0
51667,MTND1P15,0,0,0,0,0,0
51668,RN7SL665P,0,0,1,0,0,0
51669,MIR4305,0,0,0,0,0,0
51670,PDLIM1P3,0,0,0,0,0,0
51671,MIR3175,0,0,0,0,0,0
51672,RP11-212E8.1,0,0,0,0,0,0
51673,MIR3189,0,2,0,3,2,5
51674,MAGOH2,5,9,19,18,13,13
51675,RP1-37N7.1,0,0,0,1,1,0
51676,AC137674.1,0,0,0,0,0,0
51677,RP11-672L10.5,0,2,0,0,0,0
51678,AL713997.1,0,0,0,0,0,0
51679,AC126763.1,0,0,0,0,0,0
51680,AC091038.1,0,1,0,0,0,0
51681,AC096509.1,0,0,0,0,0,0
51682,RP11-737O24.4,0,0,0,0,0,2
51683,RP11-45M22.4,0,0,4,0,2,2
51684,RP11-13N13.5,0,9,0,5,7,4
51685,CTD-2533G20.1,0,0,0,0,2,0
51686,MIR5006,0,0,0,3,0,0
51687,RN7SL117P,0,0,0,0,0,0
51688,RP11-737G21.1,0,0,0,0,0,0
51689,AC000003.2,0,0,1,4,1,0
51690,RP11-171G2.1,0,2,0,3,0,0
51691,RP11-94L15.2,0,6,11,13,6,1
51692,MIR4693,0,0,0,0,0,0
51693,MIR4701,0,1,2,0,0,2
51694,AC092377.1,0,0,0,0,0,0
51695,RN7SL71P,0,0,0,0,0,0
51696,AL590391.1,0,0,0,0,0,0
51697,RP11-196G18.23,0,0,0,0,0,0
51698,MIR4781,0,0,0,0,0,0
51699,AC104448.1,0,0,0,0,1,0
51700,MIR4716,0,0,0,0,0,1
51701,MIR4492,0,0,0,0,0,0
51702,RP11-94B19.3,0,2,1,0,0,0
51703,RN7SL324P,0,0,0,0,0,1
51704,RP11-283C24.1,0,2,0,0,2,0
51705,NOS2P1,0,2,0,2,2,0
51706,MIR4442,0,0,9,8,0,2
51707,RP11-757O6.1,0,7,6,13,9,9
51708,AC004655.1,0,0,0,0,0,0
51709,RN7SL730P,1,0,0,1,1,0
51710,MIR3168,0,0,0,0,0,0
51711,RN7SL227P,0,0,1,1,3,0
51712,RNU4ATAC,0,2,8,10,12,10
51713,AC026241.1,0,0,0,0,0,0
51714,RP11-453M23.1,0,0,0,0,0,0
51715,MIR4456,0,0,0,0,0,0
51716,AL161751.1,0,0,0,0,0,0
51717,RP13-270P17.1,0,0,4,5,5,1
51718,RP11-861L17.2,0,0,0,0,0,0
51719,AL137846.1,0,7,5,5,6,4
51720,AL590084.1,0,0,0,0,0,0
51721,AL360297.1,0,0,0,0,0,0
51722,RP11-19P22.6,0,0,0,0,0,0
51723,AL138721.1,0,0,0,0,0,0
51724,RP11-271K11.1,0,4,5,5,0,1
51725,RP11-6N17.1,0,1,0,0,0,0
51726,RP11-822E23.4,0,0,0,0,0,0
51727,RP11-138C24.2,0,0,0,0,0,0
51728,LINC00909,29,485,639,431,397,291
51729,AL603831.1,0,0,0,0,0,0
51730,MIR3912,0,0,0,1,0,0
51731,RN7SL835P,0,1,0,0,0,0
51732,RN7SL819P,0,0,2,1,1,0
51733,CTD-3096M3.1,0,0,0,0,0,0
51734,RN7SL463P,0,2,9,5,3,5
51735,AC025166.1,0,0,0,1,0,0
51736,KIR3DP1,0,0,0,0,0,0
51737,RP11-94B19.1,0,0,1,0,0,0
51738,AC024908.1,0,0,0,0,0,0
51739,RP11-285M22.3,0,0,0,0,0,0
51740,RP11-671P2.1,0,0,0,0,0,0
51741,RP11-14P20.1,0,0,0,0,0,0
51742,MIR4322,0,1,1,3,0,2
51743,AC069303.1,0,0,0,0,0,0
51744,MIR4767,0,10,14,8,7,3
51745,RP11-15F12.1,0,1,9,3,1,6
51746,RP11-474I11.7,0,3,4,1,0,5
51747,RN7SL488P,0,1,3,4,1,1
51748,CTD-2514K5.4,0,1,1,0,0,1
51749,CTD-2145A24.4,0,1,0,3,0,0
51750,MIR4799,0,0,0,0,0,0
51751,RN7SL753P,0,1,5,0,2,0
51752,RN7SL287P,0,0,0,0,0,0
51753,AC011073.1,0,0,0,0,0,0
51754,RP11-162A12.2,5,101,148,99,77,65
51755,MIR4786,0,4,1,0,6,2
51756,RN7SL322P,0,0,0,0,0,0
51757,CTD-2031P19.4,36,554,636,706,653,409
51758,AC025300.1,0,0,0,0,0,0
51759,AL391380.1,0,0,0,0,0,0
51760,AL138930.2,0,0,0,0,0,0
51761,AL138999.1,0,0,0,0,0,0
51762,RP11-268I9.4,0,0,0,0,0,0
51763,RP11-68I3.4,3,11,21,16,11,9
51764,MIR2467,0,1,1,1,0,1
51765,RN7SL657P,0,0,0,0,0,0
51766,SNORD55,0,0,0,0,0,0
51767,MIR3922,0,0,2,0,0,0
51768,RP11-116K4.1,0,0,0,0,0,0
51769,MIR4433,0,0,0,0,0,0
51770,AL353803.1,0,0,0,0,0,0
51771,RP11-680F20.12,0,0,0,0,0,0
51772,RP11-640N20.1,0,0,0,1,0,1
51773,RP11-527H14.3,0,0,0,0,0,0
51774,MIR4723,0,0,0,0,0,0
51775,AC011410.1,0,0,0,0,0,0
51776,RP11-20B24.7,2,44,51,40,31,24
51777,RN7SL99P,0,0,2,0,4,2
51778,AC104304.2,0,0,0,4,0,0
51779,AL121897.1,0,0,0,0,0,0
51780,MIR4694,0,0,0,0,0,0
51781,AL157883.1,0,0,0,0,0,0
51782,CCDC58P1,0,5,7,3,4,5
51783,RN7SL642P,0,0,0,1,0,0
51784,RN7SL644P,0,0,0,0,2,1
51785,MIR548AT,0,0,0,0,0,0
51786,HNRNPA1P11,0,0,0,0,0,0
51787,RP11-846F4.9,0,0,0,0,0,0
51788,RN7SL154P,0,0,1,2,0,0
51789,RN7SL802P,0,0,0,0,0,0
51790,MIR4801,0,0,0,0,0,0
51791,AL358134.1,0,0,0,0,0,0
51792,RN7SL448P,0,0,0,0,0,0
51793,AC093887.1,0,0,0,0,0,0
51794,RP11-287D1.3,0,4,2,4,7,1
51795,MIR4657,0,0,0,0,0,0
51796,AC024149.1,0,0,0,0,0,0
51797,RN7SL781P,0,0,0,0,0,0
51798,MIR3911,0,3,9,1,3,3
51799,MIR5186,0,0,0,0,0,0
51800,AC003035.1,1,0,0,0,0,0
51801,AC111194.1,0,0,0,0,0,0
51802,AC020915.1,0,0,0,0,0,0
51803,RP11-671C19.2,0,0,0,0,0,0
51804,AC140479.1,0,0,0,0,0,0
51805,AL359973.1,0,0,0,0,0,0
51806,RP11-769O8.2,0,0,0,0,0,0
51807,RP11-231E4.3,0,0,0,0,0,0
51808,MIR4417,0,0,0,0,0,0
51809,MIR3660,0,0,2,6,1,2
51810,AP000936.2,0,0,0,0,5,0
51811,RP11-958F21.1,0,0,0,0,0,0
51812,SNORA77,0,0,0,0,0,0
51813,RN7SL24P,0,0,0,0,0,0
51814,MIR4258,2,16,20,28,26,18
51815,SNRPGP2,4,24,37,48,37,19
51816,RN7SL602P,0,0,0,0,0,0
51817,MIR3134,0,0,0,0,0,0
51818,AC008738.2,0,0,0,0,0,0
51819,RN7SL763P,0,0,0,0,0,0
51820,MIR4648,0,5,5,10,3,1
51821,MIR3122,0,3,1,1,3,0
51822,NEK4P2,0,4,1,0,0,0
51823,RN7SL607P,0,0,0,0,0,0
51824,AC093875.1,0,0,0,0,0,0
51825,DYNLL2,535,6311,9140,8596,7682,5484
51826,RP11-621L6.2,1,19,16,15,13,14
51827,Z95400.1,0,0,0,0,0,0
51828,MIR3125,0,3,3,6,2,1
51829,MIR4425,0,0,0,0,0,0
51830,AC108519.1,0,0,0,0,0,0
51831,RP11-227G15.6,0,0,0,0,0,0
51832,AL357115.1,0,0,0,0,0,0
51833,RN7SL613P,0,0,0,0,0,0
51834,MIR4671,0,0,3,0,0,0
51835,AC116533.2,0,0,0,0,0,0
51836,SNORD39,0,0,0,0,0,0
51837,AL590113.1,0,0,0,0,0,2
51838,AC007881.2,0,0,0,0,0,0
51839,AC068014.1,0,0,0,0,0,0
51840,RN7SL431P,0,15,14,11,10,11
51841,RN7SL421P,0,0,0,0,0,0
51842,MIR4513,0,0,7,1,5,5
51843,MIR5007,0,0,0,0,0,0
51844,RP11-752P2.1,0,0,1,0,0,0
51845,MIR4465,0,0,0,0,0,0
51846,RN7SL208P,0,0,3,0,0,0
51847,AC002477.1,0,14,14,8,6,3
51848,MIR3193,0,0,0,0,0,0
51849,RN7SL264P,0,2,0,0,0,1
51850,MIR3180-5,0,0,0,0,0,0
51851,AL031601.1,0,0,0,0,0,0
51852,MIR4736,0,0,0,0,0,0
51853,RN7SL491P,0,0,0,0,0,0
51854,MIR548AL,0,0,0,0,0,0
51855,MIR3913-1,0,0,0,0,0,0
51856,MIR548AP,0,0,0,0,0,0
51857,RN7SL528P,0,0,0,0,0,0
51858,MIR4470,0,1,1,0,0,0
51859,AC113195.1,0,0,0,0,0,0
51860,AL121931.1,0,0,0,0,0,0
51861,AC011495.1,0,0,0,0,0,0
51862,MIR548AC,0,1,0,1,0,0
51863,AL158111.1,0,0,0,0,0,0
51864,RP11-401F2.4,0,1,4,0,0,0
51865,RP11-434D2.12,0,0,0,0,0,0
51866,RN7SL718P,0,1,0,4,1,0
51867,MYH4,0,1,2,0,0,1
51868,MIR4653,0,1,3,2,2,5
51869,MIR4283-2,0,0,0,0,0,0
51870,AL691523.1,0,0,0,0,0,0
51871,MIR3183,0,0,0,2,0,0
51872,RP11-285M22.2,0,0,0,0,0,0
51873,RP11-720L2.3,0,0,2,3,9,0
51874,CTD-2006O16.2,0,0,0,0,0,0
51875,RP11-338L22.3,0,0,0,0,0,0
51876,AC091517.1,0,0,0,0,0,0
51877,RN7SL560P,0,2,1,0,0,0
51878,AL136001.1,0,0,0,0,0,0
51879,AC006539.1,0,1,4,0,1,1
51880,RN7SL119P,0,9,15,8,12,4
51881,RP4-594I10.3,0,0,0,0,0,0
51882,SDHCP1,0,0,0,0,0,0
51883,AC087269.2,0,0,0,0,0,0
51884,AC046130.1,0,0,0,0,0,0
51885,AL445256.1,0,0,0,0,0,0
51886,MIR378D2,0,7,5,0,2,2
51887,RP11-945C19.4,1,0,1,6,2,1
51888,RP11-433M22.2,0,0,0,0,0,2
51889,snoZ6,0,0,0,0,0,0
51890,AC003006.1,0,1,3,0,0,2
51891,AL049745.1,0,0,0,0,0,0
51892,MIR4721,0,0,0,0,0,0
51893,RP11-848P1.2,2,36,17,24,21,20
51894,RP11-220C2.1,0,3,1,3,3,0
51895,RN7SL179P,1,12,10,3,1,2
51896,MIR3648,38,576,920,892,1114,517
51897,AC090133.1,0,0,0,0,0,0
51898,RP11-110H1.8,0,1,0,0,1,0
51899,AC008938.1,0,0,0,0,0,0
51900,RN7SL29P,0,0,0,0,0,0
51901,MIR4520A,0,0,0,0,1,1
51902,RP11-173M1.8,2,35,45,52,34,20
51903,MIR4794,0,0,0,1,0,1
51904,MIR4467,0,0,0,0,0,0
51905,RP11-861L17.3,4,4,3,2,1,1
51906,hsa-mir-4538,0,0,0,0,0,0
51907,MIR4656,0,0,0,0,0,0
51908,RP11-76K13.3,0,0,1,2,0,6
51909,MIR5682,0,0,0,0,0,0
51910,AC100767.1,0,0,0,0,0,0
51911,AC023824.1,0,0,0,0,0,0
51912,MIR4714,0,0,1,1,2,1
51913,MIR4705,0,0,0,0,0,0
51914,MIR5008,0,0,2,2,0,0
51915,RN7SL697P,0,0,0,0,0,0
51916,RN7SL627P,0,0,0,0,0,0
51917,CTD-2008P7.3,0,0,0,0,0,0
51918,RP11-605F20.1,0,0,0,0,0,0
51919,AC120120.1,0,0,0,0,0,0
51920,WI2-87327B8.1,0,0,0,0,0,0
51921,RP11-349A8.3,0,4,3,10,2,1
51922,MIR4298,0,0,0,0,0,0
51923,MIR4650-2,0,0,0,0,0,0
51924,AC108218.1,0,0,3,3,1,1
51925,RP11-640N20.5,0,0,2,0,1,0
51926,MIR3124,0,0,0,0,0,0
51927,RN7SL731P,0,0,0,0,0,0
51928,AC024590.1,0,0,0,0,0,0
51929,RP11-856M7.7,0,0,1,0,0,0
51930,MIR4534,0,0,1,0,0,0
51931,RN7SL473P,0,2,9,8,3,4
51932,BX649553.3,0,0,0,0,0,0
51933,MIR3678,0,0,0,0,0,0
51934,MIR5692A1,0,0,0,0,2,0
51935,RP11-556O9.2,0,0,2,2,1,2
51936,RP11-720L2.4,0,4,9,5,4,10
51937,CTC-525D6.1,0,7,7,2,7,5
51938,AC003001.1,0,0,0,0,0,0
51939,AC017028.4,0,1,0,0,0,0
51940,RN7SL596P,0,3,0,3,6,1
51941,RP4-777O23.2,0,17,12,9,12,1
51942,RP11-158I9.7,0,0,3,0,1,1
51943,MIR4778,0,1,0,0,0,0
51944,AL136123.1,0,0,0,0,0,0
51945,WI2-1959D15.1,0,0,0,0,0,0
51946,RP11-556O9.3,0,0,2,8,0,0
51947,RN7SL25P,0,0,2,1,0,0
51948,RN7SL641P,0,0,0,0,0,0
51949,MIR378B,0,0,0,0,0,0
51950,AC093788.1,0,1,7,4,5,4
51951,MIR5706,0,0,0,0,0,0
51952,SUZ12P,49,843,1065,998,925,654
51953,MIR548AR,0,3,1,2,5,3
51954,RN7SL405P,0,2,2,0,0,2
51955,AL162381.1,0,0,0,0,0,0
51956,AP001282.1,0,0,0,0,0,0
51957,RP11-744K17.7,0,0,0,0,0,0
51958,AL355512.2,0,0,5,2,1,3
51959,RP11-145E5.5,0,0,0,0,0,0
51960,RP11-464D20.6,0,3,3,0,3,0
51961,RP13-516M14.2,0,14,22,8,14,10
51962,SNORD95,0,0,0,0,0,0
51963,AC099791.1,0,0,0,0,0,0
51964,AC105030.1,0,0,0,0,0,0
51965,MIR4257,0,0,4,5,2,3
51966,RN7SL793P,0,0,2,0,0,3
51967,RP11-138C9.1,0,0,0,0,0,0
51968,MIR3162,0,2,0,0,2,0
51969,AC073973.1,0,0,0,0,0,0
51970,RP11-1109M24.12,0,0,0,0,0,0
51971,MIR4633,0,0,0,0,0,0
51972,RP11-61D1.2,0,0,0,0,0,0
51973,MIR23C,0,0,0,0,1,0
51974,AL391803.1,0,0,0,1,4,1
51975,RP13-650J16.1,0,1,2,2,4,0
51976,SNX19P3,0,4,6,3,1,0
51977,MIR4529,0,0,0,0,0,0
51978,MIR4296,0,1,0,6,2,0
51979,RN7SL15P,0,4,1,2,5,1
51980,MIR1254-2,0,0,0,0,0,0
51981,LINC00526,7,73,83,53,48,39
51982,AC104012.1,0,0,2,0,0,1
51983,AC010761.8,14,173,200,215,245,188
51984,RP11-360L9.8,0,0,0,0,0,0
51985,MIR5692B,0,0,0,0,0,0
51986,RN7SL326P,0,0,0,0,0,0
51987,MIR4487,0,0,0,0,0,0
51988,RN7SL600P,1,9,6,9,7,4
51989,MIR4449,0,10,4,5,3,3
51990,RP11-784B15.1,0,0,0,0,0,0
51991,RN7SL872P,0,0,0,0,0,0
51992,MAPT-AS1,0,1,0,0,0,0
51993,RN7SL512P,0,3,4,4,4,6
51994,RN7SL131P,0,0,1,0,0,0
51995,MIR4640,0,0,0,0,0,0
