Geneid	_filesTien_Cont1_S25sorted	_filesTien_Cont2_S26sorted	_filesTien_Cont3_S27sorted	_filesTien_Zn1_S28sorted	_filesTien_Zn2_S29sorted	_filesTien_Zn3_S30sorted
ENSG000002326373	4	77	86	115	58	34
ENSG000002272162	0	2	3	7	0	1
ENSG000001986584	0	4	3	10	4	4
ENSG000002277334	0	0	0	0	0	0
ENSG000002387651	0	0	0	0	0	0
ENSG000002394751	0	0	0	0	0	0
ENSG000001862757	1	70	119	85	92	77
ENSG000002443712	0	0	0	0	0	0
ENSG000002342252	0	0	1	0	2	0
ENSG000002272422	2	5	10	27	13	8
ENSG000002256033	0	2	0	0	1	0
ENSG000002011421	0	0	0	0	0	0
ENSG000002308323	0	4	2	2	0	1
ENSG000001317916	12	200	583	148	137	286
ENSG000002371883	0	3	1	0	1	2
ENSG000002730711	0	0	0	0	0	0
ENSG000001317818	0	0	12	27	12	4
ENSG000002717211	0	0	2	2	0	0
ENSG000001808679	0	9	19	4	2	5
ENSG000002260152	0	31	67	53	46	54
ENSG000002368061	0	0	0	0	0	0
ENSG0000013177813	89	76	111	486	100	319
ENSG000002132264	0	0	0	0	0	0
ENSG000002266532	0	0	0	0	0	0
ENSG000002072091	0	0	0	0	0	0
ENSG000002724431	1	2	0	0	0	3
ENSG000002724801	0	0	0	0	0	0
ENSG000002346101	0	0	4	0	0	0
ENSG000001161285	8	205	175	157	96	119
ENSG000001628367	5	116	114	103	75	51
ENSG000002423792	0	0	0	0	0	0
ENSG000002271391	0	0	0	0	0	0
ENSG000001431406	0	0	0	0	2	0
ENSG000002344821	0	0	0	0	0	0
ENSG000002341901	0	0	0	0	0	0
ENSG000002237283	0	0	0	0	0	0
ENSG000001216344	0	0	0	0	0	1
ENSG0000018809210	0	37	93	51	5	7
ENSG000002158594	0	0	0	0	1	0
ENSG000002442113	0	0	0	0	0	0
ENSG000002730591	0	1	0	0	0	1
ENSG000002067911	0	0	0	0	0	0
ENSG000002299521	0	1	5	0	0	0
ENSG000002065851	0	0	0	0	0	0
ENSG000002277782	0	0	0	0	0	0
ENSG000002038367	2	18	128	51	35	67
ENSG000002250801	0	0	0	0	0	0
ENSG000002038355	0	0	4	0	0	2
ENSG000002696471	0	0	0	0	0	0
ENSG000002322653	0	0	0	0	0	0
ENSG000002263352	0	0	0	0	0	0
ENSG000002386771	0	0	0	0	0	0
ENSG000002243351	0	0	0	0	0	0
ENSG000002277001	0	0	0	0	0	0
ENSG000001998791	0	0	0	0	0	0
ENSG000002342831	0	0	2	0	0	0
ENSG000002286261	0	0	1	0	0	0
ENSG000002311963	0	0	0	0	0	0
ENSG000002381071	0	1	0	0	0	0
ENSG000002442521	0	0	0	0	0	0
ENSG000002359881	0	0	0	0	0	0
ENSG000002244811	0	0	0	0	0	0
ENSG000002527441	0	2	1	0	0	0
ENSG000002024081	0	0	1	0	2	0
ENSG000002728241	0	0	0	0	0	0
ENSG000002073401	0	0	2	0	0	0
ENSG000002158632	0	2	0	2	2	0
ENSG000002528421	0	0	0	0	0	0
ENSG000002020641	0	0	0	0	0	0
ENSG000002011831	0	0	0	0	0	0
ENSG000002315512	0	0	0	1	0	0
ENSG000002258712	2	2	0	2	3	2
ENSG000002559631	0	0	1	5	1	0
ENSG000002706561	0	0	0	0	0	0
ENSG000002124561	0	2	4	0	2	0
ENSG000002234911	0	0	0	0	0	0
ENSG0000012249713	5	107	158	159	165	108
ENSG000002236122	0	0	0	0	4	0
ENSG000002563741	0	0	1	1	1	0
ENSG000002712911	0	0	0	0	0	0
ENSG000002075011	0	0	0	0	0	0
ENSG000002361401	0	0	0	0	0	0
ENSG000002038326	3	47	55	66	57	34
ENSG000002343671	0	0	0	0	0	0
ENSG000002290021	0	0	0	0	0	0
ENSG000002434523	13	149	120	78	70	37
ENSG000002272123	0	0	0	0	0	0
ENSG000002372531	0	0	0	0	0	0
ENSG000002266751	0	0	0	0	0	0
ENSG000002072051	0	0	1	0	0	0
ENSG000002714391	0	0	0	0	0	0
ENSG000002312672	0	0	0	0	0	0
ENSG000002375331	0	0	0	0	0	0
ENSG000002038277	7	38	70	51	54	51
ENSG000002373431	0	0	0	0	0	0
ENSG000002335861	0	0	0	0	0	0
ENSG000002069681	0	0	0	0	0	0
ENSG000002702391	0	0	0	0	0	0
ENSG000002305822	0	0	0	0	0	0
ENSG000002358872	0	0	0	0	0	0
ENSG000002234952	0	0	0	0	1	0
ENSG000002314481	0	0	0	0	0	0
ENSG000002429431	0	0	0	0	0	0
ENSG000001756583	0	0	0	0	0	0
ENSG000002228541	0	0	0	0	0	0
ENSG000002325273	0	13	42	41	27	32
ENSG000002640221	0	0	0	0	0	0
ENSG000002038254	0	0	0	0	0	0
ENSG000001795719	0	0	0	0	1	0
ENSG000002260282	0	0	0	0	0	0
ENSG000002021671	0	0	0	0	0	0
ENSG000002073491	0	0	0	0	0	0
ENSG000002528261	0	0	0	0	0	0
ENSG000002067371	0	0	0	2	0	0
ENSG000002327211	0	0	0	0	1	0
ENSG000002237794	0	0	0	0	1	2
ENSG000002423522	0	1	0	0	0	0
ENSG000002709621	0	0	0	0	0	0
ENSG000002260672	0	0	0	0	0	0
ENSG000002521051	0	0	0	0	0	0
ENSG000002359991	0	0	1	0	0	0
ENSG000002334302	0	0	0	0	0	0
ENSG000002120441	0	0	0	0	0	0
ENSG000002375032	0	0	0	0	0	0
ENSG000002531934	0	0	0	0	0	0
ENSG000002409292	0	0	0	0	0	0
ENSG000002345711	0	0	0	0	0	0
ENSG000002732131	0	0	0	0	0	0
ENSG000002301863	0	0	0	0	0	0
ENSG000002038186	0	0	0	0	0	0
ENSG000002680741	0	0	0	0	0	0
ENSG000002038175	0	1	2	0	0	0
ENSG000002125441	0	0	0	0	0	0
ENSG000002715941	0	0	0	0	0	0
ENSG000001981615	1	2	1	2	0	1
ENSG000002685441	0	0	0	0	0	0
ENSG000002695011	0	0	4	0	1	2
ENSG000002333682	0	0	0	0	0	0
ENSG000002696141	0	0	0	0	0	0
ENSG000002298011	0	0	0	0	0	0
ENSG000002321515	0	0	0	0	0	0
ENSG000002024961	0	1	1	4	2	2
ENSG000002685541	0	0	0	0	2	0
ENSG000002399032	0	0	0	0	0	0
ENSG000002342322	0	0	0	0	0	0
ENSG000002371681	0	0	0	0	0	0
ENSG000002529251	0	0	1	0	0	0
ENSG000002237592	0	0	1	0	0	0
ENSG000002038152	0	0	0	0	0	0
ENSG000001978442	0	0	0	0	0	0
ENSG000002638251	0	0	0	0	0	0
ENSG000002265002	0	0	0	0	0	0
ENSG000001503379	0	0	0	0	0	0
ENSG000002038145	0	0	0	2	0	0
ENSG000002426631	0	0	0	0	0	0
ENSG000002330302	0	0	1	0	0	0
ENSG000001835983	0	0	0	0	0	0
ENSG000002642071	0	0	0	0	0	0
ENSG000001839418	2	10	8	8	2	2
ENSG000002038111	0	2	0	0	0	0
ENSG000001835585	0	6	0	0	0	0
ENSG000002203233	0	1	0	0	0	3
ENSG000002617161	0	3	10	4	2	7
ENSG000002729931	0	0	0	0	0	0
ENSG000002038196	0	0	0	0	2	0
ENSG000002038122	0	0	0	0	0	1
ENSG000002038523	0	1	4	1	2	0
ENSG000001822177	0	5	5	1	4	0
ENSG000001846788	0	3	0	2	2	2
ENSG000001842604	0	3	7	0	0	0
ENSG000001842703	0	0	0	0	0	0
ENSG000001780968	0	0	1	0	0	2
ENSG000001591645	19	52	97	101	112	270
ENSG000001433689	0	10	14	2	11	2
ENSG0000001491415	0	2	0	19	4	21
ENSG0000016311310	6	55	141	60	77	41
ENSG000002239452	0	2	1	2	4	0
ENSG000001366318	16	124	158	138	132	35
ENSG000000239029	2	25	462	21	33	4
ENSG000002661871	0	0	0	0	0	0
ENSG0000014340110	77	696	1151	913	729	449
ENSG000002222221	0	0	0	0	0	0
ENSG000002718451	0	1	0	4	4	9
ENSG000001182986	6	50	62	58	68	30
ENSG000002385261	0	0	0	0	0	0
ENSG000001173628	35	44	316	40	52	363
ENSG000001182924	0	1	5	15	4	9
ENSG0000015920811	4	51	15	185	13	47
ENSG0000018714510	142	1653	3926	3406	1816	2447
ENSG000001173608	51	401	73	65	51	174
ENSG0000016312511	267	3610	5073	4190	3711	2524
ENSG0000014337410	201	2504	3682	3351	3080	2051
ENSG0000014336910	19	186	248	385	272	195
ENSG000002281261	2	31	41	52	49	38
ENSG000002377812	1	14	23	34	22	13
ENSG000001433829	68	813	1195	1680	1360	968
ENSG000002259962	0	0	0	0	0	0
ENSG000002645531	0	0	4	5	2	3
ENSG000002038043	0	3	4	3	2	6
ENSG000002645081	0	2	9	8	3	4
ENSG000002645841	1	9	6	9	7	4
ENSG000001433848	1557	21195	30075	25738	23637	15563
ENSG000002530471	3	8	30	20	18	18
ENSG0000014342013	773	10784	14733	11147	10043	7352
ENSG000001434576	182	2502	3464	2493	2114	1432
ENSG0000014345211	6	15	24	7	14	8
ENSG000002069311	0	0	0	0	0	0
ENSG000001631316	0	1	6	6	2	1
ENSG000002367131	0	0	0	0	0	1
ENSG000001433878	20	337	540	421	365	242
ENSG000002246902	0	0	0	1	3	2
ENSG0000014343716	282	4199	5749	4474	3997	2690
ENSG000002001751	0	0	3	0	0	0
ENSG000002248001	0	3	3	7	2	1
ENSG000002125121	0	0	0	0	1	0
ENSG000002293571	0	1	0	0	2	0
ENSG000001433798	237	3367	4617	3946	3666	2470
ENSG0000014341815	461	6050	8622	7375	6468	4644
ENSG000002593571	0	0	0	0	0	0
ENSG000002310731	1	4	18	7	9	9
ENSG000001434125	4	194	188	172	162	125
ENSG0000014340911	21	532	818	655	482	353
ENSG0000014336311	106	1329	1853	1568	1371	934
ENSG000002007591	0	3	6	3	1	0
ENSG0000016314114	9	57	61	62	35	61
ENSG000001434439	35	384	555	330	397	258
ENSG000001976228	270	3896	5225	4717	4251	2888
ENSG000002131902	158	2313	3168	2532	2148	1376
ENSG000001434587	35	645	816	770	636	484
ENSG000002337171	0	0	2	2	0	3
ENSG000002611681	9	75	103	64	55	71
ENSG0000014343411	144	2148	3069	2178	1809	1249
ENSG000001631545	0	6	10	11	0	6
ENSG000001631567	113	1444	2028	1879	1819	1315
ENSG000001631557	24	480	760	588	593	407
ENSG0000016315710	0	0	0	0	0	0
ENSG000001631597	363	5007	6938	6175	5634	3850
ENSG0000014339815	675	8784	12833	10926	10196	7045
ENSG0000015935211	786	10260	14257	12054	11083	7446
ENSG000002326712	0	20	28	16	37	11
ENSG0000014337313	327	5242	7179	5028	4568	2862
ENSG0000014339312	225	2797	4043	3240	2847	1947
ENSG000002657531	0	1	7	1	6	2
ENSG000002734811	2	11	17	7	17	7
ENSG0000014339013	235	3136	4347	3447	3214	2374
ENSG000002246451	0	0	0	0	0	0
ENSG000002379761	3	41	49	50	34	30
ENSG0000014341616	109	1700	2302	1737	1471	1050
ENSG000001593776	1066	14436	20196	16033	14147	9158
ENSG0000014344217	699	9428	13231	10898	9421	6511
ENSG000002387111	1	6	5	9	15	3
ENSG0000014337510	244	3203	4558	3984	3592	2621
ENSG000002528401	0	0	1	2	0	0
ENSG0000014336711	66	878	1230	1223	1182	763
ENSG000002325361	1	5	8	3	7	10
ENSG000002076061	0	1	1	0	0	0
ENSG000002238611	0	2	1	11	6	2
ENSG000002507342	0	0	5	3	2	2
ENSG000001433768	316	3643	4932	3922	3698	2410
ENSG000002066351	0	0	0	1	0	0
ENSG000002270451	0	4	5	5	3	4
ENSG0000015940910	0	10	13	6	6	7
ENSG000001787968	0	0	0	0	1	0
ENSG000002405102	0	0	0	0	0	0
ENSG000002069801	0	0	0	0	2	1
ENSG000002696211	0	0	0	0	0	0
ENSG000002369401	0	2	3	0	1	0
ENSG000001434366	110	1551	2219	2127	1847	1338
ENSG0000014345010	1	18	28	15	14	11
ENSG000002496021	0	15	14	18	13	7
ENSG000002329371	0	0	0	0	0	0
ENSG000002682881	0	1	1	0	0	0
ENSG0000018213411	38	560	817	640	577	385
ENSG000002032883	2	9	12	13	5	3
ENSG000002694891	0	0	0	0	1	0
ENSG000002131712	0	0	0	2	1	0
ENSG0000014336512	5	25	16	18	17	13
ENSG000002255561	3	61	100	96	86	50
ENSG000002011341	0	6	4	4	3	6
ENSG000002346141	6	76	65	57	39	41
ENSG000001964077	5	64	83	67	65	38
ENSG000001594458	178	2615	3813	2892	2482	1770
ENSG000002238102	0	0	0	0	3	0
ENSG000001977474	282	3617	5187	6331	6078	4067
ENSG000002290212	2	2	11	10	7	12
ENSG000002406671	0	0	0	0	0	0
ENSG000001631915	460	6582	9920	9405	8214	5394
ENSG000002326782	0	0	0	0	0	5
ENSG000001828983	0	0	0	0	0	0
ENSG000001594508	2	57	95	74	57	50
ENSG000002267161	0	0	0	0	0	0
ENSG000002337922	0	0	0	0	0	0
ENSG000002158533	0	0	0	1	0	0
ENSG000002379752	9	119	149	216	200	110
ENSG000002364271	0	0	1	0	0	4
ENSG000001979155	7	111	123	132	104	75
ENSG0000014363110	17	215	282	350	290	185
ENSG000001435206	0	6	2	2	7	4
ENSG000002274151	0	0	2	0	0	0
ENSG000001835868	0	0	0	0	0	0
ENSG000001435367	0	0	0	0	0	0
ENSG000001862074	0	0	0	0	0	0
ENSG000001695095	0	0	0	0	1	0
ENSG000001859663	0	0	0	0	0	0
ENSG000001632024	0	0	0	0	0	0
ENSG000002440572	0	0	0	0	1	0
ENSG000001872385	0	0	0	0	0	0
ENSG000001859621	0	0	0	0	0	0
ENSG000002269471	0	0	0	0	0	0
ENSG000001760756	0	0	0	0	0	0
ENSG000001872233	0	0	0	0	0	0
ENSG000001594557	0	0	0	0	0	0
ENSG000001871803	0	0	0	0	0	0
ENSG000001871733	0	0	0	0	0	0
ENSG000001871704	0	0	0	0	0	0
ENSG000001988544	0	0	0	0	0	0
ENSG000002297131	0	0	0	0	0	0
ENSG000002338191	0	0	0	0	0	0
ENSG000002037865	0	0	0	0	0	0
ENSG000002403862	0	0	0	0	0	0
ENSG000001862267	0	0	0	2	0	0
ENSG000001721557	0	0	0	0	0	0
ENSG000001970844	0	0	0	0	0	0
ENSG000001967346	0	2	0	0	0	0
ENSG000001868444	0	0	0	0	0	0
ENSG000002359422	0	0	0	0	0	0
ENSG000001632065	0	0	0	2	0	0
ENSG000001632075	0	0	0	0	0	0
ENSG000002243081	0	0	0	0	0	0
ENSG000001841483	0	0	0	0	0	0
ENSG000001694743	0	0	0	0	0	0
ENSG0000016320910	0	0	0	0	0	0
ENSG000002529201	0	0	0	0	0	0
ENSG000002342621	0	0	0	0	0	0
ENSG000001694697	0	0	0	0	0	0
ENSG000001632166	0	0	0	0	0	0
ENSG000002417941	0	0	0	0	0	0
ENSG000001968056	0	0	0	0	0	0
ENSG000002037854	0	0	0	0	0	0
ENSG000002440941	0	0	0	0	0	0
ENSG000002290352	0	0	0	0	0	0
ENSG000001595168	0	0	0	0	0	0
ENSG000002296991	0	0	0	0	0	0
ENSG000002037842	0	0	0	0	0	0
ENSG000002037834	0	0	0	0	0	0
ENSG000002307791	0	0	0	0	0	0
ENSG000002037825	0	0	0	0	0	0
ENSG000001595273	0	0	0	0	0	0
ENSG0000016321810	0	0	0	0	0	0
ENSG000002073211	0	0	0	0	0	0
ENSG0000016322010	0	0	2	0	0	0
ENSG000001632217	0	0	0	0	0	0
ENSG000002370082	0	0	2	0	0	0
ENSG000001435465	0	0	0	0	0	1
ENSG000002247842	0	0	0	0	0	1
ENSG000001843307	0	1	2	1	0	0
ENSG000002037814	0	0	0	0	0	0
ENSG000001973646	0	0	0	0	0	0
ENSG000001435564	0	0	0	0	0	0
ENSG000002638411	0	0	0	1	0	0
ENSG000002382791	2	1	2	2	0	3
ENSG000001979565	0	9	19	10	14	15
ENSG000001964203	1	8	12	4	5	3
ENSG000001961547	10	191	273	242	188	141
ENSG000001880155	0	2	5	15	13	16
ENSG000001967546	0	17	22	36	19	25
ENSG000001886436	67	985	1309	1378	1268	808
ENSG000001893344	2	12	43	29	37	17
ENSG000001891719	58	763	1093	939	766	608
ENSG000002718531	0	0	0	0	0	0
ENSG000001606787	3	32	69	51	52	32
ENSG000002720301	1	3	4	5	3	1
ENSG000001606798	472	7136	9589	8437	7372	5246
ENSG000001435536	45	858	1040	760	657	406
ENSG0000014362112	1257	17581	24884	22239	20049	14009
ENSG000001694189	25	601	788	568	474	326
ENSG000002425652	0	0	0	0	0	0
ENSG000002350151	0	0	0	0	0	1
ENSG000001995651	0	0	0	0	0	0
ENSG000001436249	38	497	1344	335	1601	225
ENSG000002436131	0	0	0	0	0	0
ENSG000002332222	0	0	0	0	0	0
ENSG000002385111	0	0	0	0	0	0
ENSG000001435549	8	43	53	48	65	43
ENSG000002070391	0	0	0	0	0	0
ENSG000002318272	0	0	2	3	0	0
ENSG000001436147	30	192	212	245	141	300
ENSG000002235991	0	0	0	0	0	0
ENSG000002363272	0	4	0	0	4	2
ENSG000001988375	397	5273	7364	7183	6139	4315
ENSG0000016074112	95	1604	2095	2170	1653	1304
ENSG0000014357013	711	9842	13749	12523	11147	7500
ENSG000002730261	3	16	36	32	31	11
ENSG0000014357811	37	428	706	525	494	295
ENSG0000014354310	189	2558	3534	3021	2867	1948
ENSG000002726541	6	53	97	103	85	57
ENSG000001435454	558	7312	10609	11255	9953	7111
ENSG000001779547	2004	27634	37776	34010	29130	18125
ENSG000001435525	7	45	59	64	47	52
ENSG000002314161	0	1	6	5	1	2
ENSG000002526691	0	0	0	0	0	0
ENSG000002002201	0	3	4	1	0	0
ENSG000002318372	0	0	0	0	0	0
ENSG000002639871	0	0	0	0	0	0
ENSG0000014354915	2532	33555	47859	38943	34162	24148
ENSG000002643841	0	15	14	11	10	11
ENSG000002159381	0	0	0	0	0	0
ENSG000001632636	0	3	10	20	2	2
ENSG0000014361214	670	9847	13210	11925	10302	6930
ENSG0000014356914	1636	21593	32405	28417	25148	17152
ENSG000002528171	2	14	31	35	32	17
ENSG000002011291	0	0	0	1	2	0
ENSG0000014357510	317	4205	5717	4853	4717	2996
ENSG000002526821	0	0	0	0	0	0
ENSG000002122921	0	0	0	0	0	0
ENSG000002224571	0	0	0	0	0	0
ENSG000001435958	0	1	0	1	0	0
ENSG0000014351512	452	6202	8845	8163	7335	4747
ENSG000002383651	2	6	9	11	9	2
ENSG000002379202	0	0	0	0	0	0
ENSG000002268551	0	40	54	26	38	33
ENSG000002280131	0	0	0	0	0	0
ENSG000001607128	75	990	1213	1385	1241	844
ENSG000002282641	0	0	2	1	2	0
ENSG000001692915	30	278	399	374	346	207
ENSG000002731101	0	0	0	0	0	0
ENSG000001632398	0	54	64	81	68	51
ENSG000001607145	395	5325	7688	7410	6754	4441
ENSG000002297801	3	14	12	12	11	10
ENSG000001607164	33	398	608	461	432	336
ENSG000002338751	0	0	0	0	0	0
ENSG0000016071011	1689	22044	31519	25331	22436	15615
ENSG000002681411	2	1	2	5	3	0
ENSG0000014360314	11	117	204	233	164	136
ENSG000001633445	110	1906	2561	1966	1693	1173
ENSG000002703611	0	1	0	0	3	1
ENSG0000016334612	106	1644	2366	1535	1431	866
ENSG000001633483	172	2490	3522	3036	2685	1805
ENSG000002713801	0	5	13	8	6	8
ENSG0000016069114	706	9561	13257	11947	10736	7502
ENSG000001732078	368	5230	7493	6662	6158	4362
ENSG000002643491	2	16	20	28	26	18
ENSG0000016068814	162	2580	3645	2998	2670	1895
ENSG000001633525	0	6	19	16	7	17
ENSG000001606859	206	3012	4215	3199	2925	1976
ENSG0000016335410	5	44	56	66	42	38
ENSG000001633576	10	45	76	72	53	49
ENSG000002320931	7	82	131	123	125	80
ENSG000001435379	146	1827	2411	2429	2230	1540
ENSG000002433643	39	576	852	711	597	467
ENSG000001435909	6	100	133	114	111	61
ENSG000002512461	0	0	0	0	0	0
ENSG000002020271	0	0	0	0	0	0
ENSG000001692427	6	45	100	72	69	41
ENSG0000016924113	127	1556	2127	1459	1413	948
ENSG000001790857	14	364	507	406	398	237
ENSG000002517801	0	0	0	0	0	0
ENSG000002234522	0	0	0	0	0	2
ENSG000001634637	44	510	675	713	578	434
ENSG000002730881	0	0	0	0	0	0
ENSG0000016346213	46	583	660	624	503	322
ENSG0000018549912	14	185	261	249	232	167
ENSG000002717481	3	4	11	10	10	9
ENSG000001692319	30	494	555	649	484	401
ENSG000002310641	15	181	246	293	268	169
ENSG0000017317110	58	652	957	790	789	617
ENSG000002362631	0	0	0	0	0	0
ENSG0000016076610	16	109	163	134	130	92
ENSG000002366751	0	36	114	44	36	13
ENSG0000017762811	0	10	4	6	7	15
ENSG000002161091	0	0	0	0	0	0
ENSG0000016076716	0	6	7	13	0	2
ENSG000001165216	0	11	5	11	6	2
ENSG0000017644414	1	20	18	16	8	7
ENSG000001436305	0	3	6	3	0	3
ENSG0000014362713	0	0	0	1	2	0
ENSG0000016075210	332	4644	6289	4614	3890	2803
ENSG000002258552	39	449	510	430	431	303
ENSG0000016075311	137	2362	3341	3344	2876	2132
ENSG000001165396	371	4410	6307	4807	4195	3121
ENSG000002077201	0	2	3	1	3	1
ENSG000002071341	0	0	0	1	1	0
ENSG000002277731	0	2	10	9	0	0
ENSG000002388051	0	1	0	2	0	1
ENSG000002071441	0	0	0	1	0	0
ENSG000002378723	24	281	409	360	310	219
ENSG000002359193	11	158	265	185	196	154
ENSG000002712671	1	21	24	38	14	19
ENSG000002250822	3	3	2	19	11	3
ENSG000002235031	0	6	9	22	16	10
ENSG000002325192	0	4	10	19	11	5
ENSG0000012545910	39	606	955	769	792	539
ENSG000002037614	12	64	175	95	81	72
ENSG000002462032	2	88	138	163	165	124
ENSG0000016337415	236	2829	4165	3532	3001	2427
ENSG0000013267611	450	5247	7298	6216	5570	3729
ENSG000002276731	0	4	4	2	0	4
ENSG0000011658014	305	4025	6050	5733	4500	3027
ENSG000002349371	0	1	1	0	0	1
ENSG000001327187	58	569	874	868	734	514
ENSG000002016141	0	1	2	0	2	2
ENSG000001436226	118	1778	2404	2220	1972	1434
ENSG000001326806	483	6650	9197	8472	7236	5441
ENSG000002074751	0	1	5	9	4	8
ENSG000002528081	0	12	13	12	5	6
ENSG000001730804	0	4	5	2	2	2
ENSG0000011658413	548	6782	9536	7624	6668	4614
ENSG000002730021	11	66	107	120	85	46
ENSG000002242761	0	1	0	2	0	1
ENSG000001634799	363	5462	7733	6578	5784	3969
ENSG000001608037	278	3720	5266	4884	4429	3031
ENSG000001165867	148	2137	2758	2109	1923	1220
ENSG000001326989	11	139	186	220	186	137
ENSG000002547262	857	12623	18181	14617	12813	8605
ENSG000002226111	0	0	0	0	0	0
ENSG0000016078915	282	3182	4726	7651	6789	4470
ENSG000001961898	13	209	312	300	229	177
ENSG000002522361	0	1	1	0	4	0
ENSG000001607859	162	1883	2665	2495	2167	1379
ENSG000002602381	0	0	0	0	0	0
ENSG0000016078315	61	752	1150	942	811	555
ENSG000002422521	4	35	36	37	33	25
ENSG0000016078111	76	1247	1534	1768	1397	1014
ENSG000001989527	717	9938	13877	11928	10391	7077
ENSG0000016347214	19	237	273	319	241	206
ENSG000001987157	86	1040	1565	1208	1158	826
ENSG000001890308	2	3	4	6	0	0
ENSG0000016346810	1825	24150	34523	30369	28172	19249
ENSG000002281551	0	3	3	2	4	1
ENSG000001634677	9	92	132	113	117	67
ENSG000001326778	2	16	18	19	28	28
ENSG000002373901	0	9	9	7	8	6
ENSG0000012546212	28	542	673	870	822	631
ENSG000002079332	0	0	0	0	0	1
ENSG000002369471	2	29	35	42	29	19
ENSG0000011660413	249	2856	3943	3439	2968	2155
ENSG000002066511	0	1	1	0	7	0
ENSG000002604601	0	0	3	0	0	3
ENSG000001838566	205	2570	3558	3323	2809	2011
ENSG000002388431	0	0	0	0	1	5
ENSG000001878627	0	0	5	3	0	2
ENSG000002659601	0	0	0	0	0	0
ENSG000001633827	138	2336	3529	2754	2517	1728
ENSG0000016081812	386	5144	7265	7804	6695	4694
ENSG000002729711	0	1	1	3	0	4
ENSG000001327028	2	25	29	23	25	18
ENSG000002720681	2	12	35	34	29	26
ENSG0000013269214	6	91	111	111	136	72
ENSG000002724051	5	81	94	92	85	86
ENSG000002299531	6	12	22	8	17	13
ENSG0000013268810	1584	20872	30933	30728	27362	19015
ENSG000002375882	0	25	14	23	9	8
ENSG000001433204	683	9582	13079	11146	10390	6831
ENSG000002233561	0	10	4	4	1	7
ENSG0000014331912	212	2909	3929	3994	3414	2395
ENSG000001433037	122	1409	1793	1386	1200	849
ENSG000001433148	117	1399	1965	1907	1654	1143
ENSG0000014332114	2216	30305	43464	37928	32835	23662
ENSG0000014329410	297	4869	6525	5588	4848	3219
ENSG000000278697	23	439	550	613	482	325
ENSG000001984007	1	5	19	19	16	6
ENSG000000276444	0	4	4	6	6	8
ENSG000001878009	35	418	573	803	685	474
ENSG000001608389	4	27	29	42	25	20
ENSG0000013269414	384	5385	7476	6028	5391	3578
ENSG000002115811	0	3	2	6	2	2
ENSG000002661601	0	2	1	3	0	0
ENSG000002378422	5	79	132	148	120	73
ENSG000002245202	0	44	60	46	53	37
ENSG000002538311	0	41	45	39	40	19
ENSG000001170367	298	3919	5571	5011	4499	3243
ENSG000002357001	0	18	8	10	5	6
ENSG000002299611	0	0	0	0	0	2
ENSG000002282391	0	0	0	0	0	0
ENSG000002717361	2	26	45	29	12	23
ENSG000002371891	0	1	3	3	0	9
ENSG0000014329714	8	146	200	73	55	83
ENSG000001635186	0	1	0	0	0	0
ENSG000002367311	0	16	11	2	3	2
ENSG000002337121	0	4	8	1	3	0
ENSG0000016085616	0	2	0	0	1	0
ENSG000002272171	0	0	0	0	0	0
ENSG000002317003	0	6	7	11	12	3
ENSG000002323661	0	0	0	0	0	0
ENSG0000013270411	0	0	0	0	0	0
ENSG0000016353410	0	0	0	0	0	0
ENSG000000737545	0	0	0	0	0	0
ENSG000002274251	0	0	0	0	0	0
ENSG000002369573	0	2	1	0	0	0
ENSG0000018385313	520	6964	9835	8600	8011	5249
ENSG000002265201	1	15	22	19	8	9
ENSG000002316661	0	0	1	0	0	0
ENSG000002272952	0	8	12	10	14	8
ENSG000001584736	5	78	115	97	62	48
ENSG000002299141	0	1	0	3	2	0
ENSG000001763202	0	8	7	11	1	3
ENSG000001584776	0	0	0	0	0	0
ENSG000002309421	0	0	0	1	0	0
ENSG000001584818	0	0	0	0	1	0
ENSG000001584856	0	0	0	0	0	0
ENSG0000015848811	0	0	0	0	0	0
ENSG000001863061	0	0	0	0	0	0
ENSG000001807084	0	0	0	0	0	0
ENSG000002037584	0	0	0	0	0	0
ENSG000002362571	0	6	6	2	6	4
ENSG000001732852	0	0	0	0	0	0
ENSG000002366561	0	0	0	0	0	0
ENSG000001989653	0	0	0	0	0	0
ENSG000001987032	0	0	0	0	0	0
ENSG000002274451	0	0	0	0	0	0
ENSG000002314341	0	5	9	10	14	5
ENSG000001975321	0	0	0	0	0	0
ENSG000001864401	0	0	0	0	0	0
ENSG000001864003	0	0	0	0	0	0
ENSG000001989673	0	0	0	0	0	0
ENSG000001635547	0	0	2	5	0	1
ENSG000002312371	0	0	0	0	0	0
ENSG000001961712	0	0	0	0	0	0
ENSG000002037571	0	0	0	0	0	0
ENSG000001804374	0	0	0	0	0	0
ENSG000002269491	0	0	0	0	0	0
ENSG000001804334	0	0	0	0	0	0
ENSG000001974032	0	0	0	0	0	0
ENSG000001883401	0	0	0	0	0	0
ENSG000002297241	0	0	0	0	0	0
ENSG000001804092	0	0	0	0	0	0
ENSG000001635637	0	0	0	0	0	0
ENSG000002298491	0	0	0	0	0	0
ENSG0000016356410	0	0	0	0	0	0
ENSG0000016356514	38	493	681	478	385	300
ENSG000002655891	0	1	0	0	0	0
ENSG000001635689	7	16	36	32	22	9
ENSG000002334732	0	4	4	3	8	3
ENSG000001627068	3	116	109	92	115	76
ENSG000002225521	0	0	0	0	0	0
