Geneid	_filesTien_Cont1_S25sorted	_filesTien_Cont2_S26sorted	_filesTien_Cont3_S27sorted	_filesTien_Zn1_S28sorted	_filesTien_Zn2_S29sorted	_filesTien_Zn3_S30sorted
ENSG000001746805	0	0	1	0	0	0
ENSG000002599811	0	0	0	0	0	0
ENSG000001562823	0	0	0	0	0	0
ENSG000002273421	0	0	0	0	0	0
ENSG000001562844	0	0	0	0	0	0
ENSG000002252671	0	0	0	0	0	0
ENSG000001886944	0	0	0	0	0	0
ENSG000002322631	0	0	0	0	0	0
ENSG000001976833	0	0	0	0	0	0
ENSG000002061072	0	0	0	0	0	0
ENSG000001869805	0	0	0	0	0	0
ENSG000002509731	0	0	0	0	0	0
ENSG000001828166	0	0	0	0	0	0
ENSG000002650071	0	0	0	0	0	0
ENSG000001983903	0	0	0	0	0	0
ENSG000002404323	0	0	0	0	0	0
ENSG000001869712	0	3	1	7	8	8
ENSG000002336402	0	0	0	0	0	0
ENSG000001869703	0	0	0	0	0	0
ENSG000001843517	0	0	0	0	0	0
ENSG000001869653	0	0	0	0	0	0
ENSG000002440252	0	0	0	0	0	0
ENSG000001869676	0	0	0	0	0	0
ENSG000001869772	0	0	0	0	0	0
ENSG000002378411	0	0	0	0	0	0
ENSG000002353121	0	0	0	0	0	0
ENSG000002181251	0	0	0	0	0	0
ENSG000002366121	0	0	0	0	0	0
ENSG000001869256	0	0	0	0	0	0
ENSG000002443621	0	0	0	0	0	0
ENSG000002061062	0	0	0	0	0	0
ENSG000002129383	0	0	0	0	0	0
ENSG000002568181	0	0	0	0	0	0
ENSG000001869303	0	0	0	0	0	0
ENSG000001869242	0	0	0	0	0	0
ENSG000001847245	0	0	0	0	0	0
ENSG000002446242	0	0	0	0	0	0
ENSG000002061052	0	0	0	0	0	0
ENSG000001840322	0	0	0	0	0	0
ENSG000002061042	0	0	0	0	0	0
ENSG000002310681	0	0	0	0	0	0
ENSG000002364001	0	0	0	0	0	0
ENSG000001870262	0	0	0	0	0	0
ENSG000001870053	0	0	0	0	0	0
ENSG000002382571	0	0	0	0	0	0
ENSG000002330361	0	0	0	0	0	0
ENSG000002278401	0	0	0	0	0	0
ENSG000001836404	0	0	0	0	0	0
ENSG000001845864	0	0	0	0	0	0
ENSG000002563861	0	0	0	0	0	0
ENSG000001825914	0	0	0	0	0	0
ENSG000002061022	0	0	0	0	0	0
ENSG000002289411	0	0	1	0	0	0
ENSG000001562998	147	2045	2800	2020	1836	1258
ENSG000002373253	0	1	5	4	1	1
ENSG000002375942	17	203	225	184	163	111
ENSG000002308702	0	14	22	29	33	10
ENSG000002345091	2	5	8	14	14	11
ENSG0000014216810	1104	13252	18264	18474	16584	12498
ENSG000002383901	0	8	21	24	17	9
ENSG000002732711	7	20	55	40	49	23
ENSG0000015630410	619	8569	12247	9109	7646	5491
ENSG000002290461	1	1	1	1	2	0
ENSG000002730911	3	17	18	17	16	16
ENSG000002341071	0	0	2	0	0	0
ENSG000001421494	49	898	1237	1254	1109	675
ENSG000002371381	0	0	2	0	0	1
ENSG000002303231	0	0	5	0	1	0
ENSG000002640551	0	0	0	0	0	0
ENSG000002616101	2	6	5	11	4	0
ENSG000001590553	241	3385	4669	4188	3610	2597
ENSG000002272561	0	28	26	36	21	24
ENSG000001702628	1	8	0	6	3	4
ENSG000002326231	3	10	6	6	8	7
ENSG000001422075	350	4206	5910	5237	4751	3153
ENSG000002428712	0	3	1	1	0	1
ENSG000002007921	0	2	0	0	0	0
ENSG000002560732	10	143	258	165	156	101
ENSG000001669798	3	116	156	113	110	100
ENSG000002290071	0	1	2	7	0	0
ENSG000002520451	0	0	0	0	0	0
ENSG000002529501	0	3	6	9	3	4
ENSG000001868424	0	8	15	3	13	7
ENSG000002422202	0	19	18	14	5	4
ENSG000002655905	0	0	0	0	0	0
ENSG0000015907914	75	963	1170	947	824	628
ENSG000002284331	0	0	1	0	0	1
ENSG000002382201	0	0	0	1	0	0
ENSG0000015908213	45	557	820	601	502	306
ENSG000002381971	9	101	130	78	83	71
ENSG0000015908610	572	7778	11138	9864	8486	6049
ENSG000002059304	0	0	2	2	3	0
ENSG000002059295	0	0	0	0	0	0
ENSG000002244271	0	0	0	0	0	0
ENSG000002070981	0	0	0	0	0	0
ENSG000002323601	0	0	0	0	0	0
ENSG000002277571	0	0	3	0	0	2
ENSG000002289611	0	0	0	1	0	0
ENSG000002059274	29	458	688	433	446	276
ENSG000002325391	0	0	2	1	0	0
ENSG000001842218	0	32	61	21	8	2
ENSG000002265271	0	0	1	2	1	0
ENSG000002264331	0	0	0	0	0	0
ENSG000002290863	0	0	0	0	0	0
ENSG0000015911015	38	589	866	657	705	475
ENSG000002496244	0	0	0	0	0	0
ENSG000002237991	2	8	23	25	8	15
ENSG000002436464	24	231	382	334	298	295
ENSG000002726591	0	2	0	0	0	0
ENSG000001421668	93	1444	1999	1597	1501	1031
ENSG000002265012	0	0	4	2	0	0
ENSG0000015912810	64	778	1402	1391	1014	495
ENSG0000014218812	0	248	41	152	25	86
ENSG000002668921	0	0	0	0	0	0
ENSG000002150883	0	0	0	0	0	0
ENSG000002313551	0	0	0	0	0	0
ENSG000001776927	2	0	2	0	0	0
ENSG0000015913112	820	10610	15229	13562	12025	8333
ENSG000002339561	0	2	7	6	6	4
ENSG0000015914013	2028	26266	37401	29800	26425	17488
ENSG0000015914713	176	2738	3774	3544	3044	2224
ENSG000002682651	0	14	17	8	5	7
ENSG000002492091	0	0	0	0	0	0
ENSG000002057587	98	1296	1979	1541	1482	1082
ENSG000002057269	879	12135	17640	12842	11318	7894
ENSG000002418372	171	2137	3155	3099	2834	1858
ENSG000002379453	169	2287	3113	2300	1979	1339
ENSG000002442942	0	0	0	2	0	0
ENSG000002731021	2	10	6	6	11	7
ENSG000002439271	96	1229	1711	1785	1479	1114
ENSG000002729621	0	0	0	0	0	0
ENSG000001987435	0	0	0	0	0	0
ENSG000002726571	0	0	0	1	2	2
ENSG000002245981	0	3	0	1	9	3
ENSG000002274563	0	7	8	11	12	14
ENSG000002149555	1	3	6	3	1	0
ENSG000002660071	0	0	0	0	0	0
ENSG000001591973	0	5	7	14	9	7
ENSG000002255551	0	3	2	2	5	4
ENSG000002056706	73	805	1233	1324	1058	829
ENSG000002220181	1	31	23	27	30	18
ENSG000002731041	0	0	2	2	2	3
ENSG000002436274	0	2	0	7	4	2
ENSG000002729581	0	0	1	0	6	0
ENSG000001805097	0	7	9	51	74	26
ENSG000002213981	0	0	0	0	0	0
ENSG0000015920013	85	926	1281	1767	1439	1148
ENSG000001592128	82	1180	1624	1646	1528	1149
ENSG000002309781	0	0	0	0	0	0
ENSG000002343801	0	36	42	81	52	43
ENSG0000015921614	30	279	402	522	480	333
ENSG000002347031	0	0	0	0	0	0
ENSG000002236712	0	0	0	0	0	0
ENSG000002313001	0	3	2	0	1	2
ENSG000002307941	0	0	0	0	0	0
ENSG000002115901	0	0	1	0	0	0
ENSG000002297611	0	0	0	0	0	0
ENSG000002340084	0	1	0	1	0	0
ENSG000002678121	0	2	1	1	0	1
ENSG000002311062	0	0	3	0	2	1
ENSG000002149143	4	1	2	0	4	1
ENSG000002680981	1	7	11	17	6	12
ENSG000001859179	126	1936	2491	2372	2100	1443
ENSG000001890894	3	29	87	46	42	33
ENSG000002366771	0	3	0	1	0	1
ENSG000002002131	0	1	0	3	0	0
ENSG000002302122	4	46	82	51	28	33
ENSG000001592288	26	327	439	425	363	259
ENSG000002361191	0	2	2	8	4	9
ENSG000002333931	20	183	280	146	126	93
ENSG000002260541	22	242	261	266	129	214
ENSG000002368302	0	32	42	15	17	16
ENSG000002148893	0	0	0	0	0	0
ENSG000001592315	30	406	515	367	329	206
ENSG000001421978	29	624	942	863	675	469
ENSG000002281491	2	0	3	1	4	4
ENSG000002658821	0	0	0	0	0	0
ENSG000002388511	0	4	1	0	4	0
ENSG000002148673	0	4	12	9	6	6
ENSG000002731991	2	10	8	8	5	9
ENSG000001592568	103	1750	2632	2140	1883	1101
ENSG000002281071	1	59	81	73	68	30
ENSG000001592597	183	2647	3672	3340	2954	1967
ENSG000002244211	0	1	4	7	2	2
ENSG000002304791	0	0	0	1	0	1
ENSG000002338181	0	0	1	2	0	1
ENSG000001592616	0	4	2	2	1	1
ENSG000002679761	0	0	0	0	0	0
ENSG000002237411	0	0	0	0	0	0
ENSG000002313241	0	0	0	3	0	0
ENSG000002242691	0	0	0	0	0	0
ENSG0000015926311	8	59	66	74	63	26
ENSG0000015926710	223	2782	4061	2997	2828	1809
ENSG000002376461	0	0	1	2	0	1
ENSG000001998061	0	1	1	0	0	0
ENSG000002706521	0	2	2	0	0	0
ENSG000002247901	0	6	8	12	6	1
ENSG000002074161	0	3	4	5	4	0
ENSG000002157343	0	0	0	0	0	0
ENSG000001831454	11	90	113	115	138	75
ENSG000002121361	0	0	0	0	0	0
ENSG000001858089	43	579	845	650	613	417
ENSG000001826709	654	9439	13408	12458	10921	7509
ENSG000002701161	4	3	6	4	8	0
ENSG000002286771	0	5	3	3	3	2
ENSG000002303665	2	9	19	14	6	8
ENSG000002639691	0	0	0	0	2	0
ENSG000002425531	4	36	46	23	33	11
ENSG000001575389	412	5066	7025	5503	4986	3461
ENSG000002729481	5	68	93	49	73	59
ENSG000002732101	0	1	8	0	7	1
ENSG0000015754015	389	5756	8257	5890	5182	3670
ENSG000002679371	0	0	0	0	0	0
ENSG000001575428	11	63	76	60	34	37
ENSG000002332131	0	2	2	1	1	4
ENSG000001840295	0	0	0	0	0	2
ENSG000002646911	0	0	0	0	0	0
ENSG000002236081	0	0	0	0	0	0
ENSG000001980547	0	0	0	0	0	0
ENSG0000015755113	0	0	0	5	4	0
ENSG000002385811	0	0	0	0	0	0
ENSG000002708351	0	0	0	0	0	0
ENSG000002333163	0	0	0	1	0	0
ENSG000002260121	0	0	0	0	0	0
ENSG000002311231	0	0	0	0	0	0
ENSG000002312311	0	0	0	0	1	0
ENSG0000015755414	7	68	89	135	110	45
ENSG000002314801	0	0	0	0	0	0
ENSG000002238063	0	2	3	0	2	0
ENSG000001575577	206	2976	4190	3987	3751	2546
ENSG000002299861	0	0	0	0	0	0
ENSG000002056225	0	1	1	2	0	2
ENSG000002299251	0	0	0	0	0	0
ENSG000002720151	0	0	0	0	0	0
ENSG000002277211	0	0	0	0	0	0
ENSG000002340351	0	3	1	3	2	0
ENSG000002328371	0	0	0	0	0	0
ENSG000002358881	0	3	8	8	4	3
ENSG000002377211	0	1	3	0	0	2
ENSG000002376091	0	4	1	2	4	2
ENSG000002288614	0	0	0	0	0	0
ENSG000002357011	0	19	20	27	24	15
ENSG000001835277	270	3437	4814	4679	4148	3059
ENSG000001856589	559	7389	9894	7520	6770	4653
ENSG000002729911	0	0	0	0	0	0
ENSG000002326081	0	3	3	10	3	6
ENSG000002373731	0	6	8	6	3	3
ENSG000002296231	0	0	2	0	2	3
ENSG000002555682	4	81	91	56	66	25
ENSG000002381412	1	21	24	22	13	11
ENSG000002055816	3160	42671	58276	50153	43764	32895
ENSG000002529151	2	7	9	21	9	18
ENSG000002385561	0	0	0	0	0	0
ENSG000002274061	0	0	0	5	2	0
ENSG0000018209310	128	1982	2578	2363	2143	1404
ENSG000001575789	21	287	383	376	317	192
ENSG000001854379	18	125	226	178	173	103
ENSG000002358081	0	0	0	0	0	0
ENSG000002283491	0	0	0	0	0	0
ENSG000002350121	0	0	0	0	0	0
ENSG0000018377813	291	3943	5663	3713	3479	2205
ENSG000001848098	52	719	982	697	545	396
ENSG000002253301	0	10	23	9	14	9
ENSG000002317132	4	95	120	66	67	42
ENSG000001830675	3	90	114	90	116	54
ENSG000001830366	1	30	47	42	21	20
ENSG0000017158710	81	803	1122	763	674	458
ENSG000002639731	0	0	1	0	0	0
ENSG000002351231	0	0	0	0	0	0
ENSG000002071471	0	0	0	0	0	0
ENSG000002213962	0	0	0	0	0	0
ENSG000002337561	0	0	2	0	0	0
ENSG000002308591	0	0	0	0	0	0
ENSG000002264961	2	4	17	11	16	15
ENSG000002636811	0	0	1	3	0	0
ENSG0000018224011	207	2608	3767	3574	3142	2179
ENSG000002257454	0	3	8	9	4	7
ENSG000002243881	0	1	2	1	8	2
ENSG0000018384412	0	27	26	10	18	19
ENSG000001834868	197	2733	3882	2898	2734	1812
ENSG000001576019	8	143	314	190	172	116
ENSG000002283181	0	0	0	0	0	1
ENSG000001840127	48	599	794	553	499	307
ENSG000002075031	0	0	0	0	0	0
ENSG000002328061	0	0	0	0	0	0
ENSG000002234001	0	0	0	0	0	0
ENSG000002527711	0	0	0	0	0	0
ENSG000002277021	0	0	0	0	0	0
ENSG000002363843	0	2	0	2	0	2
ENSG000002324011	0	0	0	0	0	0
ENSG000001834217	21	330	516	230	282	157
ENSG000002368831	0	0	0	0	0	0
ENSG000001419569	88	1083	1426	1636	1410	969
ENSG000002365451	0	4	9	10	8	8
ENSG000002276981	0	2	15	16	12	2
ENSG000002517781	0	0	0	0	4	0
ENSG0000015761712	254	3104	4677	4419	3564	2398
ENSG000001732769	151	2095	3071	2638	2269	1598
ENSG000002372323	0	6	16	10	7	8
ENSG0000017739814	18	215	318	177	155	130
ENSG000001843852	0	0	0	0	0	0
ENSG0000016017914	7	82	110	46	66	51
ENSG000002232621	0	0	0	0	0	0
ENSG000002161971	1	3	2	4	5	4
ENSG0000016018014	2	30	66	18	32	17
ENSG000001601814	0	0	0	0	0	0
ENSG000001601822	0	0	0	0	0	0
ENSG000001601839	0	0	0	3	4	0
ENSG000001601859	0	2	3	5	0	1
ENSG000002526191	0	0	0	0	0	0
ENSG000001601885	0	15	28	22	12	12
ENSG000001601909	84	1334	1913	1376	1233	817
ENSG000002399302	0	1	1	0	0	0
ENSG000002318671	0	0	0	2	0	0
ENSG000002357721	0	11	17	12	5	7
ENSG000002254311	0	0	2	0	0	0
ENSG000002350231	7	203	156	159	146	100
ENSG0000016019113	196	2843	3996	3329	2905	2041
ENSG000002257311	0	7	8	8	5	6
ENSG000002337541	2	21	46	62	42	45
ENSG000002252181	2	48	70	76	42	33
ENSG000001601937	137	1853	2575	2290	2094	1328
ENSG0000016019413	278	3743	5291	4883	4393	2977
ENSG000002330561	39	506	626	543	528	330
ENSG000002645801	0	0	0	0	0	0
ENSG000002241001	0	7	7	7	5	2
ENSG0000016019910	48	814	1118	1007	893	547
ENSG0000016020013	2320	32293	44117	35103	30860	21232
ENSG000001602017	1016	13587	19051	16445	14491	10597
ENSG000002327771	0	2	4	0	2	1
ENSG000002640091	0	0	1	2	0	1
ENSG000002366631	0	1	0	4	1	0
ENSG000002281202	0	1	0	1	2	5
ENSG000001602023	0	1	0	4	1	4
ENSG000002378641	0	1	1	0	0	0
ENSG000002379891	0	0	5	6	4	4
ENSG000002256371	0	0	0	0	0	0
ENSG000001421787	92	1183	1638	1921	1699	1171
ENSG000001886603	8	74	111	110	78	56
ENSG000001851864	0	18	18	27	14	12
ENSG000002239751	1	0	1	0	2	2
ENSG000001602074	20	214	365	337	276	198
ENSG000002143262	0	0	0	0	0	0
ENSG000002342894	0	1	3	2	0	5
ENSG0000016020811	736	9624	13369	13232	11784	7906
ENSG0000016020914	463	6856	9490	8276	7539	5188
ENSG000001602135	439	5939	8588	7520	6956	4687
ENSG000002340301	0	0	0	0	0	0
ENSG000001602148	366	4348	6121	5975	5582	3864
ENSG000002154584	6	53	63	46	33	45
ENSG000002265432	0	0	0	0	0	0
ENSG0000016021614	144	1960	2804	2549	2183	1464
ENSG000001995981	0	0	0	0	0	0
ENSG000002526061	0	0	1	2	0	0
ENSG000001602188	333	4458	6529	5250	4717	3148
ENSG000002134402	0	1	1	2	5	2
ENSG000002419453	331	4267	5940	5501	5256	3347
ENSG0000016022112	543	6706	9326	7316	6438	4617
ENSG000002253311	0	40	37	58	28	37
ENSG000002679131	1	35	49	65	63	43
ENSG000002376041	0	3	3	6	8	8
ENSG000002321241	0	20	14	14	11	29
ENSG000002326981	1	4	3	6	3	1
ENSG0000016022312	53	609	837	989	959	642
ENSG000001421824	4	17	21	38	26	15
ENSG000002320101	0	1	2	4	7	0
ENSG0000016022412	6	35	26	54	46	25
ENSG0000014195912	945	10595	15055	13161	11850	7996
ENSG000002417281	0	0	0	0	0	0
ENSG0000016022611	51	695	900	721	665	393
ENSG000001844414	11	104	164	164	122	83
ENSG000002559021	0	0	0	0	0	0
ENSG000002329691	0	0	0	2	1	2
ENSG000002602561	0	0	0	0	0	0
ENSG0000014218512	0	16	8	17	15	17
ENSG000002300611	0	2	0	0	0	0
ENSG000002666921	0	0	0	0	0	0
ENSG000002644521	0	0	0	0	0	0
ENSG000002293561	0	7	5	0	9	0
ENSG000001602336	18	173	188	156	142	84
ENSG000002694301	12	145	173	160	91	90
ENSG000002247471	0	8	16	9	13	9
ENSG000002234311	0	9	19	21	11	12
ENSG000002279991	0	20	19	25	18	14
ENSG000002287091	0	8	13	9	5	1
ENSG0000017589410	0	0	0	0	0	0
ENSG000002358901	0	0	0	0	0	0
ENSG000001829126	0	0	0	2	0	0
ENSG000002154554	0	0	0	0	0	0
ENSG000002054453	0	0	0	0	0	0
ENSG000002129351	0	0	0	0	0	0
ENSG000002154544	0	0	0	0	0	0
ENSG000002411231	0	0	0	0	0	0
ENSG000001881558	0	0	0	0	0	0
ENSG000002054414	0	0	0	0	0	0
ENSG000002562121	0	0	0	0	0	0
ENSG000001877661	0	0	0	0	0	0
ENSG000002218374	0	0	0	0	0	0
ENSG000002218591	0	0	0	0	0	0
ENSG000002434892	0	0	0	0	0	0
ENSG000002129331	0	0	0	0	0	0
ENSG000002054398	0	0	0	0	0	0
ENSG000002218644	0	0	0	0	0	0
ENSG000002298801	0	0	0	0	0	0
ENSG000001871755	0	0	0	0	0	0
ENSG000001891696	0	0	0	2	0	0
ENSG000002363821	0	0	0	0	0	0
ENSG0000018478714	26	384	719	602	916	343
ENSG000002365191	2	16	29	10	5	3
ENSG0000018490011	513	7532	10517	8797	7494	5178
ENSG000001832557	587	8460	12201	9841	9369	6026
ENSG0000016025512	0	26	37	54	56	22
ENSG000002270392	4	8	17	24	8	2
ENSG000002730271	0	13	5	10	18	9
ENSG000001832507	10	121	212	136	127	61
ENSG000002728251	0	0	3	6	4	0
ENSG000001602568	139	1719	2433	2272	1936	1270
ENSG000002348801	0	2	8	6	0	2
ENSG000002617061	0	2	0	0	0	0
ENSG000002249302	0	0	0	0	2	0
ENSG000002353741	6	68	80	57	48	32
ENSG000002688561	2	18	36	24	31	13
ENSG0000019738111	83	1160	1515	1719	1465	1072
ENSG000002688051	0	1	0	0	5	0
ENSG000002678571	0	4	3	0	9	0
ENSG000001825863	0	1	5	9	4	2
ENSG0000018686612	159	2390	3341	2705	2250	1400
ENSG000002154473	57	941	1288	1101	1032	729
ENSG000002237681	31	323	548	510	379	289
ENSG000001842743	0	3	2	4	8	1
ENSG000002293821	0	0	2	0	0	5
ENSG000002376641	1	2	3	5	5	4
ENSG000002289301	0	0	0	0	0	0
ENSG000002283551	0	1	0	3	0	0
ENSG0000018287110	1471	17724	26025	24854	22236	14425
ENSG000002245741	1	4	1	3	0	1
ENSG000001835355	2	8	12	32	24	12
ENSG0000017363814	179	2558	3528	3212	2966	2059
ENSG000002339221	0	12	28	7	15	7
ENSG0000018357012	7	143	233	174	133	116
ENSG000002678831	0	0	0	0	0	0
ENSG000002054241	0	0	1	2	2	4
ENSG000002680401	2	7	11	7	15	9
ENSG0000014215610	1180	17090	24272	20831	18255	12544
ENSG000002244131	4	5	5	7	14	4
ENSG000002282351	0	0	3	2	1	0
ENSG000002261151	0	2	0	0	0	0
ENSG000002337671	0	0	0	0	0	0
ENSG000002274381	0	0	2	1	0	1
ENSG0000014217310	947	12194	16920	12197	11010	7402
ENSG000001602829	31	300	413	386	321	258
ENSG000002373381	1	9	17	23	9	7
ENSG0000016028410	86	1111	1669	1317	1156	832
ENSG000002284041	0	0	1	0	0	2
ENSG0000016028510	1111	14949	20775	11934	10397	7035
ENSG000002358784	22	267	348	242	171	146
ENSG000002239011	0	3	1	8	1	0
ENSG000002154245	42	539	833	628	612	402
ENSG000001602946	533	7509	10917	9029	7828	5544
ENSG000002281371	2	24	39	32	20	31
ENSG000002394151	13	115	192	125	93	81
ENSG000001823629	118	1567	2278	1793	1609	1108
ENSG0000016029813	61	1173	1494	918	821	588
ENSG0000016029912	498	6535	9625	7232	6504	4416
ENSG000002250431	0	1	0	0	0	0
ENSG0000016030513	313	4557	6073	5096	4350	3109
ENSG000002236921	1	9	7	17	15	8
ENSG000002022391	0	0	0	0	0	0
ENSG000002722831	0	2	5	10	3	4
ENSG000001603075	1	4	6	8	14	8
ENSG0000016031012	417	5239	7575	6259	5451	3757
ENSG000002309821	5	138	151	121	96	85
ENSG000002129322	1	0	0	0	0	2
ENSG000002338661	0	0	0	0	0	0
ENSG000002292861	0	0	0	0	0	0
ENSG000002352651	0	0	0	0	0	0
ENSG000002238751	0	0	1	1	2	3
ENSG000002152703	0	8	17	26	8	16
ENSG000002061956	52	437	609	678	558	270
ENSG000002716721	0	0	0	0	0	0
ENSG000002728721	4	65	72	72	62	51
ENSG000002327752	0	39	48	59	36	40
ENSG000002711271	1	6	11	8	5	7
ENSG000002252552	0	0	0	0	0	1
ENSG000002359921	0	0	0	0	0	0
ENSG000002418382	0	0	0	0	0	0
ENSG0000019806210	0	0	0	0	0	0
ENSG000002366661	0	0	0	0	0	0
ENSG000002122161	0	0	0	0	0	0
ENSG000002343811	0	0	0	0	0	0
ENSG000002244352	0	0	0	0	0	0
ENSG000002264741	0	0	0	0	0	0
ENSG000002315651	0	4	0	0	0	0
ENSG000002304711	0	0	0	0	0	0
ENSG000002306431	0	0	0	0	0	0
ENSG000002372991	0	0	0	0	0	0
ENSG000002137273	0	0	1	0	3	1
ENSG000002152683	0	0	1	1	0	0
ENSG000002334081	0	0	0	0	0	0
ENSG000002357591	0	0	2	0	0	0
ENSG000001305384	0	0	0	0	0	0
ENSG000002368311	0	0	0	0	0	0
ENSG000002654061	0	0	0	0	0	0
ENSG000002646121	0	0	0	0	0	0
ENSG000002652701	0	0	0	0	0	0
ENSG000002360971	0	0	0	0	0	0
ENSG000001846244	0	0	0	0	1	0
ENSG000002362351	0	0	0	0	0	0
ENSG000002252931	0	0	0	0	0	0
ENSG000002261601	0	0	0	0	0	0
ENSG000002296581	0	0	0	0	0	0
ENSG000002273671	0	1	0	0	0	0
ENSG000002264441	0	0	0	0	0	0
ENSG000002359691	0	0	0	0	0	0
ENSG000002733621	0	0	0	0	0	0
ENSG000002339951	0	2	0	1	0	0
ENSG000002394351	0	0	0	0	0	0
ENSG000001984453	0	0	0	0	0	0
ENSG000002401221	0	1	0	0	1	0
ENSG000002210841	0	0	0	0	0	0
ENSG0000010018117	2	20	32	29	22	14
ENSG000002673381	0	0	0	0	0	0
ENSG000002492881	0	0	3	1	3	1
ENSG000002492632	0	0	0	0	0	0
ENSG000001892959	0	0	0	0	0	0
ENSG000002592711	0	0	0	0	0	0
ENSG000002732441	0	0	0	0	0	0
ENSG000002417171	0	0	0	0	0	0
ENSG000002353431	0	0	0	0	0	0
ENSG000001729677	0	0	1	1	2	0
ENSG000002290273	0	0	0	0	0	0
ENSG000002341211	0	0	0	0	0	0
ENSG000002378351	0	0	0	0	0	0
ENSG000002202481	0	4	3	2	1	0
ENSG000002376891	0	0	0	0	0	2
ENSG000002281221	0	0	0	0	0	0
ENSG000002373581	0	0	0	0	0	0
ENSG000002254801	0	0	0	0	0	0
ENSG000002304812	0	0	0	0	0	0
ENSG000002536912	0	0	0	0	0	0
ENSG000002534602	0	0	0	0	0	0
ENSG000002542642	0	0	0	0	0	0
ENSG000002534812	0	0	0	0	0	0
ENSG000002155683	0	1	0	7	0	2
ENSG000002702261	0	0	0	0	0	0
ENSG000002374382	24	224	321	198	193	120
ENSG000002732031	4	80	73	65	36	41
ENSG000002734421	0	13	26	13	14	14
ENSG000001776639	83	741	1146	1037	757	588
ENSG000002353281	0	2	0	0	2	5
ENSG000001833073	38	499	679	563	484	348
ENSG000002354781	1	11	22	21	30	20
ENSG000000699988	226	2708	3664	3405	3237	2097
ENSG000001858373	2	34	43	61	29	30
ENSG0000009307211	136	1482	2199	1680	1428	1036
ENSG000002363251	0	7	1	3	5	0
ENSG000002697741	0	0	1	2	0	4
ENSG000002034162	0	3	2	0	4	1
ENSG000002418321	0	27	30	24	27	12
ENSG000002310042	0	0	0	0	0	0
ENSG000002395472	0	0	0	0	1	0
ENSG0000009995414	367	4685	6816	4306	3665	2663
ENSG000002294921	1	9	14	7	12	8
ENSG000002323051	0	3	1	4	2	4
ENSG000002280451	0	2	1	0	5	4
ENSG000002726751	0	0	0	0	0	0
ENSG000001829029	3	80	119	134	91	54
ENSG000002367541	2	0	8	18	11	4
ENSG000001311008	115	1655	2403	2270	2013	1344
ENSG0000009996813	160	2428	3650	2900	2627	1859
ENSG000002517371	0	1	0	1	0	0
ENSG0000001547514	54	773	1041	1081	965	615
ENSG000002647571	0	0	0	4	0	0
ENSG000002692201	0	0	6	4	0	8
ENSG000002431563	94	1157	1501	1571	1326	834
ENSG0000009310013	0	11	17	34	9	9
ENSG000002077801	0	0	0	0	0	0
ENSG000002354451	0	0	0	6	0	0
ENSG000002349131	2	0	2	0	3	0
ENSG000002374461	0	0	0	0	1	1
ENSG000002352951	0	0	0	1	2	0
ENSG000002253352	0	3	34	11	5	13
ENSG000002151938	113	1478	2134	1705	1615	1087
ENSG000002368902	0	1	6	0	3	1
ENSG000002356171	0	0	0	0	0	0
ENSG000002252251	0	0	0	0	0	0
ENSG0000018378510	0	8	19	4	13	11
ENSG000001849799	2	46	103	85	66	67
ENSG000001879794	0	0	2	0	0	0
ENSG000001828246	0	0	0	0	0	0
ENSG000001974215	0	1	1	2	0	3
ENSG000002399891	0	0	0	0	0	0
ENSG000002347642	0	22	50	46	21	26
ENSG000001611037	0	4	6	3	2	2
ENSG000002155446	0	1	0	0	0	1
ENSG000001836288	31	289	411	409	276	228
ENSG0000010003312	400	5407	7016	7626	6534	4626
ENSG000002375174	32	452	576	510	472	314
ENSG000002712751	1	11	18	18	16	15
ENSG000002730321	19	198	267	210	169	121
ENSG000002703931	0	0	0	0	0	0
ENSG000002731641	0	7	8	6	8	14
ENSG000002415271	0	5	8	6	4	2
ENSG0000007041314	265	3959	5728	4197	3706	2325
ENSG000002067391	0	1	4	9	2	4
ENSG000002733111	4	52	52	62	42	27
ENSG000002373472	0	1	2	0	0	0
ENSG000002234611	0	3	4	7	3	1
ENSG000002726821	0	5	6	3	6	4
ENSG000002310861	0	0	0	1	4	0
ENSG000001000567	50	660	981	850	746	584
ENSG000002062033	0	0	0	0	0	0
ENSG000000635152	0	0	0	0	0	1
ENSG000002609242	0	0	0	0	0	0
ENSG000001000755	6	642	101	280	60	44
ENSG0000007037111	4	71	68	49	118	33
ENSG000002301941	0	0	0	0	0	0
ENSG000002519401	0	0	0	0	0	0
ENSG000002334712	0	1	0	0	0	0
ENSG0000010008410	16	178	268	208	212	139
ENSG000002422594	56	824	1029	870	753	556
ENSG000002442962	0	0	0	0	0	0
ENSG000001856084	35	617	717	639	595	424
ENSG000001850656	1	17	20	12	16	10
ENSG0000007001014	109	1482	2098	1662	1513	1053
ENSG000002733001	0	0	0	0	0	0
ENSG000002732121	0	0	4	1	2	0
ENSG000000930095	72	1059	1628	1495	1292	869
ENSG000001841138	0	15	13	20	7	12
ENSG000002304851	0	0	0	0	0	0
ENSG000002250071	0	0	0	0	0	0
ENSG0000018470213	38	604	884	1019	880	634
ENSG000002036185	0	0	0	0	0	0
ENSG000001840588	11	241	364	410	339	260
ENSG000001858389	18	403	389	389	292	199
ENSG000002357762	4	61	86	88	75	46
ENSG000002150124	60	812	1180	1038	999	717
ENSG0000018447015	28	576	648	948	922	547
