gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
YLR204W,2009.25682958924,1.03241321341848,0.255746209151094,2.12104501252066e-05,8.33841780452083e-05
YGL006W,2830.48635671088,1.26190436403347,0.319105769176472,2.14170114784912e-05,8.41421869447015e-05
YBR085W,85.0428609935639,-1.447147415113,0.372367743086327,2.18963354510243e-05,8.59701534930852e-05
YOR006C,1235.35070966958,-0.97598027953182,0.241442113675596,2.20401538739242e-05,8.6479347347622e-05
YOR079C,894.443270017033,-0.919869972338878,0.226505533126471,2.21064392636732e-05,8.66838659403868e-05
YMR003W,575.672056867922,-1.17533911357694,0.296310014281476,2.24120009193292e-05,8.78257731288183e-05
YDL244W,40.6726041269606,1.98516189684179,0.529804725161668,2.24365310302388e-05,8.78656471120228e-05
YMR004W,1177.9950111729,0.834204117472573,0.204100751783367,2.28888173685001e-05,8.95795723226273e-05
YGR128C,1069.62933126918,-2.13006810868308,0.577628162582034,2.31719069006974e-05,9.06295476927597e-05
YNL155W,4188.28160765872,0.756118579896466,0.183995114563958,2.33207528532858e-05,9.11321330933828e-05
YJR107W,582.36213663844,1.00207815270992,0.249018357458117,2.33301833944341e-05,9.11321330933828e-05
YJL005W,1733.6493398671,0.859824375673402,0.211275046728663,2.37496955182775e-05,9.27116621603168e-05
YER015W,643.789501004665,1.35693247226995,0.348314431674674,2.39404561470024e-05,9.33967699654568e-05
YDR224C,8030.32642704063,-1.07306342551179,0.269362819590285,2.39919048472475e-05,9.34854942917396e-05
YHR105W,178.425128041329,1.22969565070588,0.312093812725732,2.39937447365337e-05,9.34854942917396e-05
YGL087C,1864.84110559297,0.669899300864008,0.162241722988198,2.40914490200657e-05,9.38064627556122e-05
YGR126W,154.479360516009,1.20275070696357,0.30479974922945,2.41295954869827e-05,9.38952663546226e-05
YLR316C,349.349277617383,-0.942326151781969,0.233771371370692,2.42581700389361e-05,9.43356155071967e-05
YDR178W,1929.11853698563,1.22501477945626,0.3123524766309,2.43845974978991e-05,9.47069297491373e-05
YGR009C,1787.33055926364,0.679448630890694,0.164832399513477,2.43764210767942e-05,9.47069297491373e-05
YGR195W,861.527972549722,-0.838237646076852,0.206209784086678,2.44983544796508e-05,9.50281544803186e-05
YLR222C,758.376105498602,-1.89747270797944,0.509233548910794,2.44830806219629e-05,9.50281544803186e-05
YOL013W-A,31.5482190214334,-1.80200857670181,0.478656599196114,2.47246629117069e-05,9.58452575570349e-05
YPL070W,1285.18941078197,1.16015340243913,0.293047074000153,2.47715469351381e-05,9.59662270822662e-05
YDR499W,527.885368595157,-0.812033860355079,0.199781152483179,2.55205878628472e-05,9.8805514426621e-05
YPL098C,963.33480312508,0.796989693388007,0.195627727664858,2.55582927769599e-05,9.88889444296913e-05
YPR067W,763.918395628881,0.889339596854209,0.220204924196875,2.60797793859401e-05,0.000100842911952836
YPL072W,459.351301481759,0.847345531495142,0.209234178938106,2.62666003550273e-05,0.000101501174730506
YGL255W,5756.34094712984,-3.3288272080011,0.958106476003838,2.63097717220578e-05,0.000101603856599821
YDR406W-A,18.6632622409055,3.35677677004832,0.928405730519096,2.65362528030094e-05,0.000102413873522838
YDR122W,1583.79421709887,1.06359212723067,0.267749433295472,2.6746467284596e-05,0.00010316012996157
YGL210W,896.694685510827,-0.861724670213872,0.213524875164636,2.67650877232106e-05,0.000103166940776935
YBR240C,289.422173810775,0.936299709224286,0.233187958431465,2.67991140510122e-05,0.00010323308817259
YBL010C,439.358162774272,-0.735752718105418,0.180389562444767,2.68217915204193e-05,0.000103255462827979
YPR052C,771.662416658223,-0.762270813503484,0.187368953914169,2.70187632213178e-05,0.000103948365605083
YIL166C,355.456523102908,1.20490654657155,0.307576439526994,2.71048286229943e-05,0.000104213979900344
YPR137W,775.499660530631,-1.46947868585681,0.385067171555187,2.74964648240532e-05,0.000105653396853754
YPL081W,3832.17601350973,-1.8138291554234,0.491310275536792,2.75587746599069e-05,0.000105826386256769
YLR324W,911.94450191211,1.26492987325971,0.325031118257298,2.7651818512525e-05,0.000106093764188004
YPR048W,782.24628318488,-1.08028105449847,0.273527770674757,2.76630693749477e-05,0.000106093764188004
YGL227W,1092.43833764196,1.09594874882659,0.27753394514771,2.78828294235059e-05,0.000106869629869305
YOR271C,1505.64620685326,-1.14516358998435,0.291850162583747,2.79258874741437e-05,0.000106967682871861
YDR486C,2740.49544806929,0.822473534536214,0.203418112925475,2.79956123467835e-05,0.000107167694293097
YML131W,6147.4811578663,1.17433242174787,0.302044427853042,2.80753622932007e-05,0.000107405807872926
YMR185W,426.366197178083,-1.00264198606578,0.252458421033199,2.84785381721681e-05,0.000108880157496465
YGR132C,6255.26357631957,0.734553193159306,0.181013720955144,2.88105338026371e-05,0.00011008069750683
YNL100W,3699.78593796038,0.913869685831052,0.2283728101129,2.90738980484694e-05,0.000111017673084642
YDR115W,1636.90629082095,0.913835451517111,0.228372468585105,2.92964066550245e-05,0.000111797571780177
YJR141W,744.905225810951,-0.855730073345682,0.213030387670684,2.9337101367873e-05,0.000111883113690187
YJR125C,2205.32468424472,0.896263270515097,0.224817034912642,2.96333328573458e-05,0.000112942484694778
YGL242C,1325.63306474852,0.770371266911396,0.190389527000391,2.98476769159956e-05,0.00011368863124008
YJL173C,1015.74380325365,-0.938771936945892,0.23595638172679,3.03124844623639e-05,0.000115387262061026
YLR017W,1322.35294195004,-1.03838051531502,0.263406804546392,3.04281548909841e-05,0.000115755584889816
YJR124C,543.802454413582,-1.27478605136457,0.331364683771204,3.16250800548542e-05,0.000120234232929045
YGL054C,3888.73306147866,-0.912891750032249,0.229498084125689,3.16543387089319e-05,0.000120270767993403
YDR381W,7998.06403700303,-0.668735551525712,0.164854584030722,3.21432572523931e-05,0.000122052653624006
YJL132W,642.933772096305,1.31768190984209,0.343778824305619,3.257066891642e-05,0.000123598924015751
YOR216C,1360.88643622282,-0.655553264832483,0.161800444743108,3.33576733000832e-05,0.000126507012558742
YOL076W,550.260480742474,-0.887216760887928,0.223233115086375,3.34509749253587e-05,0.000126782301868805
YIL120W,457.838417319997,0.860941634504601,0.215946537644258,3.36335682864628e-05,0.000127395465025643
YKL068W,862.58189261831,-1.12773297736703,0.290521676290371,3.36826474720863e-05,0.000127502464549561
YIL152W,647.428789660993,0.929485842889966,0.234599420698269,3.38338831878541e-05,0.00012799579665813
YGR254W,35470.2286499216,0.651807554591366,0.160845794014896,3.41298432893585e-05,0.000129035682998248
YDR211W,2038.48526078523,-0.933679533990447,0.236371402852243,3.4867315541777e-05,0.000131742492858776
YLL062C,83.5996525398401,1.66035930443043,0.447188590023775,3.52113584227e-05,0.000132960348491886
YKR082W,1090.15279705973,-0.790890399489646,0.197945535704113,3.52353738645029e-05,0.000132969003344403
YMR283C,597.062438872454,-0.951610038725315,0.241863081018677,3.58157176707657e-05,0.000135075790426837
YDL219W,983.608832046153,-0.835486615799878,0.210213635655067,3.6043445939137e-05,0.000135850943715183
YAL024C,276.800728527664,-0.778919917837862,0.195144746516101,3.6576865461849e-05,0.000137776611379679
YDL084W,9119.05908483606,-0.898969069021107,0.227731592744705,3.66746272059294e-05,0.000137975041873076
YOR142W,3553.10159727013,0.693481164668778,0.172412150959094,3.66522942393475e-05,0.000137975041873076
YNR054C,496.873238201552,-1.1276509466186,0.292076958019103,3.70562142858746e-05,0.00013932499241022
YEL026W,1316.37332803382,-1.68221511588879,0.460333254878712,3.71276343115659e-05,0.000139507826655061
YJL117W,2182.47415558797,-0.664810291445971,0.165403979519653,3.76019115299814e-05,0.000141203251825163
YFR036W,221.550902372611,1.05756917242055,0.271944581523879,3.77676478563507e-05,0.000141738671078309
YFL019C,94.0530409305839,1.80863586034458,0.495386518144283,3.81661760757294e-05,0.000143146546421287
YBL050W,4014.77136319013,0.664548102363063,0.165209855313479,3.82397786306172e-05,0.000143334773421928
